tu_id	speaker	start	end	duration	text
     1	SP1	0.240	3.220	2.980	persone che magari prima (avevi) <incon[trato> un po':]
     2	SP2	2.280	3.100	0.820	[m:h]
     3	SP2	3.560	5.077	1.517	bah e::h
     4	SP2	5.375	9.215	3.840	ci son- è sempre pieno di:: persone che fanno elemosina sotto i porti[ci]
     5	SP1	8.906	9.337	0.431	[mhmh]
     6	SP2	9.795	12.801	3.006	soprattutto su via indipendenza:: ce ne sono [diversi]
     7	SP1	12.204	12.668	0.464	[(seriamente)]
     8	SP2	13.515	15.515	2.000	anche sotto i portici di via::
     9	SP2	15.993	17.098	1.105	in viale::
    10	SP2	18.000	19.417	1.417	m:::h masini
    11	SP2	19.785	21.184	1.399	perché io passo spesso di lì
    12	SP2	22.006	23.343	1.337	e::h
    13	SP2	24.392	28.453	4.061	però a parte sono persone:: (.) [che fanno] l'elemosina: sì
    14	SP1	26.496	26.932	0.436	[mhmh]
    15	SP2	28.607	29.411	0.804	m:h ah
    16	SP2	29.619	32.282	2.663	incontri anche a volte persone che ti fermano pe[r:]
    17	SP1	32.226	33.104	0.878	[sì] ((ride))
    18	SP2	32.711	34.601	1.890	xx di fare [beneficie]nza ((ride))
    19	SP1	33.294	33.871	0.577	[esatto]
    20	SP1	34.300	35.067	0.767	((ride))
    21	SP2	35.214	37.601	2.387	le classiche persone che sono sotto i portici
    22	SP2	38.490	39.319	0.829	e::h
    23	SP2	39.490	43.411	3.921	a volte (.) persone famose ogni tanto una volta ho incontrato pif ad esem[pio:]
    24	SP1	43.006	44.453	1.447	[a:h] si si si
    25	SP2	44.503	47.509	3.006	e:h si che era un hotel che è lì su via indipen[denza]
    26	SP1	47.202	49.263	2.061	[anche] cremonini dicono che sia (spetto)
    27	SP2	49.276	51.699	2.423	e::h non l'ho ancora incontrato [cremonini] ((ride))
    28	SP1	50.496	52.006	1.510	[neanche io] mai
    29	SP2	52.496	58.754	6.258	però ho detto sì tre anni perché io ci andavo nel duemila diciotto, diciannove sì tre anni che sono lì °non ho ancora xx quindi° ((ride))
    30	SP1	58.896	61.579	2.683	vabbé magari dai [quest'anno sarà ((ride)) l'anno] buono
    31	SP2	60.092	61.404	1.312	[ah sì chissà]
    32	SP2	61.584	62.377	0.793	allora perfetto
    33	SP1	62.797	68.819	6.022	e anche m:h (.) per il fatto che hanno messo le luci con le scritte delle canzo[ni cosa ne pensi?]
    34	SP2	67.595	71.278	3.683	[a:h bello] quello m:i è piaciuto molto si si quello:
    35	SP2	72.202	78.540	6.338	ci stava secondo [me] perché ghe: dai cremonini comunque è il cantante di bolo- cioè a parte lucio dalla ovviamente però
    36	SP1	73.103	73.513	0.410	[bello]
    37	SP1	76.404	76.852	0.448	[sì]
    38	SP1	78.595	80.234	1.639	che poi hanno messo anche le <sue>
    39	SP2	79.792	81.639	1.847	[e infatti] poi >hanno messo< [hanno messo] anche le sue
    40	SP1	80.579	81.049	0.470	[si si]
    41	SP2	82.207	83.202	0.995	e::h
    42	SP2	83.382	86.459	3.077	però ci sta e:h cantante moderno [diciamo più::]
    43	SP1	85.387	86.748	1.361	[mhmh] anche secondo °me°
    44	SP2	86.808	87.896	1.088	più <bolognese>
    45	SP1	88.601	91.573	2.972	invece:: il tuo posto del cuore di <bologna>?
    46	SP1	91.797	95.726	3.929	non so anche solo un <bar> [a cui sei] particolarmente affezionata?
    47	SP2	93.491	94.142	0.651	[mhmh]
    48	SP2	96.497	96.956	0.459	mh
    49	SP2	98.885	101.327	2.442	e::h forse:: m:h
    50	SP2	102.196	106.000	3.804	mangiare un gelato seduti su:lle gradine di piazza santo stefano ((ride))
    51	SP1	105.699	106.196	0.497	a::h
    52	SP1	106.431	107.540	1.109	lì è [<bellissimo>]
    53	SP2	106.901	111.098	4.197	[piazza di:] piazza santo stefano mi piace molto poi c'è di fianco la mia gelateria preferita
    54	SP2	111.513	118.241	6.728	e quindi spesso d'estate con il mio ragazzo andiamo: andiamo lì prendiamo un gelato e ci sediamo:: in piazz[a: san]to stefano °forse quello [sì]°
