match	id_A	token_A	id_B	token_B
0	1-0	persone	1-0	persone
0	1-1	che	1-1	che
0	1-2	magari	1-2	magari
2	1-3	puoi	1-3	prima
2	1-4	avere	1-4	avevi
0	1-5	incontrato	1-5	incontrato
0	1-6	un	1-6	un
0	1-7	po'	1-7	po'
0	2-0	mh	2-0	mh
0	3-0	bah	3-0	bah
0	3-1	eh	3-1	eh
2	4-0	si	4-0	ci
2	4-1	cioè	4-1	son-
0	4-2	è	4-2	è
0	4-3	sempre	4-3	sempre
0	4-4	pieno	4-4	pieno
1	_	_	4-5	di
2	4-5	dipersone	4-6	persone
0	4-6	che	4-7	che
0	4-7	fanno	4-8	fanno
1	4-8	l'	_	_
0	4-9	elemosina	4-9	elemosina
0	4-10	sotto	4-10	sotto
0	4-11	i	4-11	i
0	4-12	portici	4-12	portici
0	5-0	mhmh	5-0	mhmh
0	6-0	soprattutto	6-0	soprattutto
0	6-1	su	6-1	su
0	6-2	via	6-2	via
0	6-3	indipendenza	6-3	indipendenza
0	6-4	ce	6-4	ce
0	6-5	ne	6-5	ne
0	6-6	sono	6-6	sono
0	6-7	diversi	6-7	diversi
1	7-0	sì	_	_
1	7-1	è	_	_
2	7-2	vero	7-0	seriamente
0	8-0	anche	8-0	anche
0	8-1	sotto	8-1	sotto
0	8-2	i	8-2	i
0	8-3	portici	8-3	portici
0	8-4	di	8-4	di
0	8-5	via	8-5	via
2	9-0	di	9-0	in
0	9-1	viale	9-1	viale
0	10-0	mh	10-0	mh
0	10-1	masini	10-1	masini
0	11-0	perché	11-0	perché
0	11-1	io	11-1	io
0	11-2	passo	11-2	passo
0	11-3	spesso	11-3	spesso
0	11-4	di	11-4	di
0	11-5	lì	11-5	lì
0	12-0	eh	12-0	eh
0	13-0	però	13-0	però
1	_	_	13-1	a
2	13-1	apparte	13-2	parte
2	13-2	insomma	13-3	sono
0	13-3	persone	13-4	persone
1	_	_	13-5	{P}
0	13-4	che	13-6	che
0	13-5	fanno	13-7	fanno
0	13-6	l'	13-8	l'
0	13-7	elemosina	13-9	elemosina
0	13-8	sì	13-10	sì
1	_	_	14-0	mhmh
0	13-9	mh	15-0	mh
0	13-10	ah	15-1	ah
0	13-11	incontri	16-0	incontri
0	13-12	anche	16-1	anche
1	_	_	16-2	a
2	13-13	molte	16-3	volte
0	13-14	persone	16-4	persone
0	13-15	che	16-5	che
0	13-16	ti	16-6	ti
0	13-17	fermano	16-7	fermano
0	13-18	per	16-8	per
1	14-0	mhmh	_	_
0	15-0	sì	17-0	sì
2	16-0	per	17-1	{ride}
2	16-1	chiederti	18-0	x
0	16-2	di	18-1	di
0	16-3	fare	18-2	fare
0	16-4	beneficienza	18-3	beneficienza
1	_	_	18-4	{ride}
1	_	_	19-0	esatto
0	16-5	{ride}	20-0	{ride}
0	16-6	le	21-0	le
0	16-7	classiche	21-1	classiche
0	16-8	persone	21-2	persone
0	16-9	che	21-3	che
0	16-10	sono	21-4	sono
0	16-11	sotto	21-5	sotto
2	16-12	ai	21-6	i
0	16-13	portici	21-7	portici
1	17-0	{ride}	_	_
1	17-1	esatto	_	_
0	18-0	eh	22-0	eh
1	18-1	mh	_	_
0	18-2	a	23-0	a
0	18-3	volte	23-1	volte
1	_	_	23-2	{P}
0	18-4	persone	23-3	persone
0	18-5	famose	23-4	famose
0	18-6	ogni	23-5	ogni
0	18-7	tanto	23-6	tanto
0	18-8	una	23-7	una
0	18-9	volta	23-8	volta
0	18-10	ho	23-9	ho
0	18-11	incontrato	23-10	incontrato
2	18-12	piff	23-11	pif
0	18-13	ad	23-12	ad
0	18-14	esempio	23-13	esempio
0	19-0	ah	24-0	ah
2	19-1	ah	24-1	si
2	19-2	ah	24-2	si
2	19-3	sìsìsì	24-3	si
0	20-0	eh	25-0	eh
1	_	_	25-1	si
1	_	_	25-2	che
2	20-1	x	25-3	era
0	20-2	un	25-4	un
0	20-3	hotel	25-5	hotel
0	20-4	che	25-6	che
0	20-5	è	25-7	è
0	20-6	lì	25-8	lì
0	20-7	su	25-9	su
0	20-8	via	25-10	via
0	20-9	indipendenza	25-11	indipendenza
0	21-0	anche	26-0	anche
0	21-1	cremonini	26-1	cremonini
0	21-2	dicono	26-2	dicono
0	21-3	che	26-3	che
1	21-4	si	_	_
1	21-5	aspetti	_	_
1	21-6	x	_	_
1	21-7	neanche	_	_
1	21-8	io	_	_
2	21-9	mai	26-4	sia
2	22-0	cremoni-	26-5	spetto
0	22-1	eh	27-0	eh
0	22-2	non	27-1	non
0	22-3	l'	27-2	l'
0	22-4	ho	27-3	ho
0	22-5	ancora	27-4	ancora
0	22-6	incontrato	27-5	incontrato
0	22-7	cremonini	27-6	cremonini
0	22-8	{ride}	27-7	{ride}
1	_	_	28-0	neanche
1	_	_	28-1	io
1	_	_	28-2	mai
0	23-0	però	29-0	però
1	_	_	29-1	ho
2	23-1	in	29-2	detto
2	23-2	questi	29-3	sì
0	23-3	tre	29-4	tre
0	23-4	anni	29-5	anni
0	23-5	perché	29-6	perché
0	23-6	io	29-7	io
1	_	_	29-8	ci
1	_	_	29-9	andavo
2	23-7	sono	29-10	nel
2	23-8	dal	29-11	duemila
2	23-9	duemiladiciotto	29-12	diciotto
2	23-10	x	29-13	diciannove
0	23-11	sì	29-14	sì
0	23-12	tre	29-15	tre
0	23-13	anni	29-16	anni
0	23-14	che	29-17	che
0	23-15	sono	29-18	sono
0	23-16	lì	29-19	lì
0	23-17	non	29-20	non
0	23-18	ho	29-21	ho
0	23-19	ancora	29-22	ancora
2	23-20	incrociato	29-23	x
2	23-21	cremonini	29-24	quindi
0	23-22	{ride}	29-25	{ride}
2	24-0	vabbè	30-0	vabbé
0	24-1	magari	30-1	magari
0	24-2	dai	30-2	dai
0	24-3	quest'	30-3	quest'
0	24-4	anno	30-4	anno
0	24-5	sarà	30-5	sarà
1	_	_	30-6	{ride}
0	24-6	l'	30-7	l'
0	24-7	anno	30-8	anno
0	24-8	buono	30-9	buono
2	25-0	ma	31-0	ah
0	25-1	sì	31-1	sì
0	25-2	chissà	31-2	chissà
2	25-3	infatti	32-0	allora
2	25-4	infatti	32-1	perfetto
2	26-0	eh	33-0	e
0	26-1	anche	33-1	anche
1	_	_	33-2	mh
1	_	_	33-3	{P}
0	26-2	per	33-4	per
0	26-3	il	33-5	il
0	26-4	fatto	33-6	fatto
0	26-5	che	33-7	che
0	26-6	hanno	33-8	hanno
0	26-7	messo	33-9	messo
0	26-8	le	33-10	le
0	26-9	luci	33-11	luci
0	26-10	con	33-12	con
0	26-11	le	33-13	le
0	26-12	scritte	33-14	scritte
0	26-13	delle	33-15	delle
0	26-14	canzoni	33-16	canzoni
