match	id_A	token_A	id_B	token_B
1	1-0	va	_	_
2	1-1	be'	1-0	vabbè
0	1-2	era	1-1	era
0	1-3	leggera	1-2	leggera
0	1-4	però	1-3	però
1	_	_	2-0	alla
2	2-0	no	2-1	fine
0	2-1	no	3-0	no
0	2-2	no	3-1	no
0	2-3	è	3-2	è
0	2-4	vero	3-3	vero
0	3-0	sì	4-0	sì
0	4-0	non	5-0	non
0	4-1	era	5-1	era
0	4-2	pesantissima	5-2	pesantissima
0	5-0	per	6-0	per
0	5-1	niente	6-1	niente
1	_	_	6-2	anzi
0	6-0	l'	7-0	l'
0	6-1	unica	7-1	unica
0	6-2	cosa	7-2	cosa
0	6-3	ho	7-3	ho
0	6-4	esagerato	7-4	esagerato
0	6-5	un	7-5	un
0	6-6	po'	7-6	po'
0	6-7	con	7-7	con
0	6-8	l'	7-8	l'
0	6-9	olio	7-9	olio
0	6-10	forse	7-10	forse
1	_	_	7-11	però
0	7-0	ma	8-0	ma
0	7-1	nell'	8-1	nell'
0	7-2	impasto	8-2	impasto
0	7-3	no	8-3	no
0	7-4	fuori	8-4	fuori
0	8-0	fuori	9-0	fuori
0	8-1	nell'	10-0	nell'
0	8-2	impasto	10-1	impasto
1	_	_	10-2	ce
2	8-3	ci	10-3	ne
0	8-4	ho	10-4	ho
0	8-5	messo	10-5	messo
0	8-6	il	10-6	il
0	8-7	giusto	10-7	giusto
0	9-0	nella	11-0	nella
0	9-1	padella	11-1	padella
0	10-0	però	12-0	però
0	10-1	in	12-1	in
0	10-2	padella	12-2	padella
2	11-0	x	13-0	rosa
0	11-1	ha	13-1	ha
0	11-2	detto	13-2	detto
0	11-3	metti	13-3	metti
0	11-4	quello	13-4	quello
0	11-5	là	13-5	là
0	11-6	l'	13-6	l'
0	11-7	olio	13-7	olio
0	11-8	da	13-8	da
0	11-9	friggere	13-9	friggere
0	12-0	così	14-0	così
0	12-1	vengono	14-1	vengono
0	12-2	meglio	14-2	meglio
0	13-0	ho	15-0	ho
0	13-1	detto	15-1	detto
0	13-2	okay	15-2	okay
0	14-0	e	16-0	e
0	14-1	ho	16-1	ho
0	14-2	fatto	16-2	fatto
0	14-3	però	16-3	però
0	14-4	praticamente	16-4	praticamente
2	15-0	ho	16-5	x
0	15-1	messo	16-6	messo
2	16-0	tutto	17-0	cioè
2	16-1	l-	17-1	tutt~
0	16-2	tutto	17-2	tutto
0	16-3	il	17-3	il
0	16-4	fondo	17-4	fondo
0	16-5	della	17-5	della
0	16-6	padella	17-6	padella
0	16-7	era	17-7	era
0	16-8	pieno	17-8	pieno
2	16-9	di	17-9	d'
0	16-10	olio	17-10	olio
0	17-0	io	18-0	io
0	17-1	volevo	18-1	volevo
0	17-2	mettere	18-2	mettere
0	17-3	un	18-3	un
0	17-4	filo	18-4	filo
0	18-0	sai	18-5	sai
0	18-1	per	18-6	per
2	18-2	farle	18-7	farli
0	18-3	venire	18-8	venire
1	_	_	18-9	{P}
0	19-0	mezzi	18-10	mezzi
0	19-1	tra	18-11	tra
0	20-0	cioè	19-0	cioè
0	20-1	cotti	19-1	cotti
0	21-0	nella	19-2	nella
0	21-1	padella	19-3	padella
0	21-2	unta	19-4	unta
0	22-0	invece	19-5	invece
0	23-0	i	20-0	i
0	23-1	primi	20-1	primi
0	23-2	sono	20-2	sono
0	23-3	venuti	20-3	venuti
