match	id_A	token_A	id_B	token_B
0	1-0	bene	1-0	bene
0	2-0	allora	1-1	allora
0	3-0	intanto	1-2	intanto
0	4-0	ero	1-3	ero
0	4-1	curiosa	1-4	curiosa
0	4-2	di	1-5	di
0	4-3	sapere	1-6	sapere
0	5-0	da	1-7	da
0	5-1	quanto	1-8	quanto
0	5-2	tempo	1-9	tempo
0	5-3	c'	1-10	c'
0	5-4	è	1-11	è
0	5-5	questo	1-12	questo
0	5-6	negozio	1-13	negozio
0	5-7	perché	1-14	perché
0	6-0	io	1-15	io
0	6-1	sono	1-16	sono
0	6-2	di	1-17	di
0	6-3	qui	1-18	qui
0	7-0	e	1-19	e
0	7-1	frequento	1-20	frequento
0	7-2	un	1-21	un
0	7-3	po'	1-22	po'
0	7-4	questa	1-23	questa
0	7-5	zona	1-24	zona
0	7-6	ma	1-25	ma
0	7-7	non	1-26	non
0	7-8	l'	1-27	l'
0	7-9	avevo	1-28	avevo
0	7-10	mai	1-29	mai
0	7-11	visto	1-30	visto
0	8-0	no	2-0	no
1	8-1	{P}	_	_
0	8-2	eh	2-1	eh
0	8-3	non	2-2	non
0	8-4	è	2-3	è
0	8-5	così	2-4	così
0	9-0	stranamente	3-0	stranamente
0	10-0	questo	4-0	questo
0	10-1	negozio	4-1	negozio
1	10-2	{P}	_	_
0	10-3	è	4-2	è
0	10-4	già	4-3	già
1	10-5	{P}	_	_
0	10-6	da	4-4	da
0	10-7	ventidue	4-5	ventidue
0	10-8	anni	4-6	anni
1	_	_	5-0	ok
1	_	_	5-1	quindi
1	_	_	5-2	non
1	_	_	5-3	è
2	11-0	okay	5-4	nuovo
0	12-0	sono	6-0	sono
0	12-1	qui	6-1	qui
0	12-2	da	6-2	da
0	12-3	sei	6-3	sei
0	12-4	anni	6-4	anni
0	12-5	no	7-0	no
0	12-6	no	7-1	no
2	12-7	n-	7-2	no
0	12-8	questo	7-3	questo
0	12-9	qua	7-4	qua
0	12-10	non	7-5	non
0	12-11	è	7-6	è
0	12-12	nuovo	7-7	nuovo
1	12-13	è	_	_
0	12-14	di	7-8	di
0	12-15	prima	7-9	prima
0	12-16	era	7-10	era
0	12-17	una	7-11	una
1	12-18	calatrice	_	_
1	12-19	vaiesi	_	_
2	13-0	quindi	7-12	casa
2	13-1	non	7-13	d'
2	13-2	è	7-14	autrice
2	13-3	nuovo	7-15	vaesi
0	14-0	poi	7-16	poi
0	14-1	hanno	7-17	hanno
0	14-2	chiuso	7-18	chiuso
0	14-3	allora	7-19	allora
1	14-4	ci	_	_
2	14-5	ha	7-20	già
