match	id_A	token_A	id_B	token_B
1	_	_	1-0	e
0	1-0	come	1-1	come
1	1-1	tabacco	_	_
2	1-2	no	1-2	x
2	1-3	eh	2-0	okay
2	1-4	di	3-0	e
0	1-5	là	3-1	là
0	1-6	{P}	3-2	{P}
0	1-7	lavorando	3-3	lavorando
0	1-8	più	3-4	più
0	1-9	di	3-5	di
0	1-10	tre	3-6	tre
0	1-11	tremila	3-7	tremila
0	1-12	persone	3-8	persone
1	_	_	4-0	mh
0	1-13	non	5-0	non
0	1-14	sono	5-1	sono
0	1-15	esattamente	5-2	esattamente
0	1-16	o	5-3	o
0	1-17	tremila	5-4	tremila
0	1-18	o	5-5	o
1	1-19	trenta	_	_
2	1-20	mila	5-6	trentamila
0	1-21	ma	5-7	ma
0	1-22	tremila	5-8	tremila
0	1-23	che	5-9	che
0	1-24	facciamo	5-10	facciamo
1	2-0	okay	_	_
1	3-0	mh	_	_
1	3-1	mh	_	_
1	4-0	mh	_	_
2	4-1	mh	6-0	mhmh
0	5-0	ma	7-0	ma
1	5-1	{P}	_	_
0	5-2	non	7-1	non
0	5-3	si	7-2	si
0	5-4	trovano	7-3	trovano
0	5-5	adesso	7-4	adesso
0	5-6	neanche	7-5	neanche
0	5-7	là	7-6	là
1	5-8	il	_	_
2	5-9	l'	7-7	gli
2	5-10	appartamento	7-8	appartamenti
0	6-0	eh	8-0	eh
0	6-1	esatto	8-1	esatto
0	6-2	te	8-2	te
0	6-3	lo	8-3	lo
0	6-4	era	8-4	era
0	6-5	{P}	8-5	{P}
0	6-6	questo	8-6	questo
0	6-7	che	8-7	che
0	6-8	volevo	8-8	volevo
0	6-9	chiederti	8-9	chiederti
0	7-0	perché	9-0	perché
2	8-0	eh	10-0	ah
0	8-1	sì	10-1	sì
0	9-0	se	11-0	se
0	9-1	tutti	11-1	tutti
0	9-2	vogliono	11-2	vogliono
0	9-3	vivere	11-3	vivere
0	9-4	lì	11-4	lì
0	10-0	sì	12-0	sì
1	10-1	{P}	_	_
0	10-2	non	12-1	non
0	10-3	si	12-2	si
0	10-4	trovano	12-3	trovano
0	10-5	appartamenti	12-4	appartamenti
1	10-6	{P}	_	_
0	10-7	la	13-0	la
0	10-8	verità	13-1	verità
1	11-0	mh	_	_
1	11-1	mh	_	_
1	12-0	mh	_	_
2	12-1	mh	14-0	mhmh
0	13-0	piuttosto	15-0	piuttosto
0	13-1	che	15-1	che
1	_	_	15-2	{P}
0	13-2	ci	15-3	ci
0	13-3	sono	15-4	sono
0	13-4	un	15-5	un
0	13-5	sacco	15-6	sacco
0	13-6	di	15-7	di
2	13-7	gente	15-8	aziende
0	14-0	come	16-0	come
0	14-1	non	16-1	non
0	14-2	vuole	16-2	vuole
0	14-3	dare	16-3	dare
1	14-4	{P}	_	_
0	14-5	appartamenti	16-4	appartamenti
0	14-6	per	16-5	per
0	14-7	la	16-6	la
0	14-8	famiglia	16-7	famiglia
0	15-0	un	17-0	un
0	15-1	po'	17-1	po'
0	15-2	che	17-2	che
0	15-3	danno	17-3	danno
0	15-4	un	17-4	un
0	15-5	po'	17-5	po'
0	15-6	di	17-6	di
0	15-7	persone	17-7	persone
2	15-8	{P}	18-0	mhmh
0	15-9	che	19-0	che
0	15-10	dopo	19-1	dopo
0	15-11	fanno	19-2	fanno
0	15-12	la	19-3	la
0	15-13	storia	19-4	storia
1	16-0	mh	_	_
1	16-1	mh	_	_
1	17-0	mh	_	_
1	17-1	mh	_	_
2	18-0	allora	20-0	ora
0	19-0	per	21-0	per
0	19-1	pochi	21-1	pochi
0	19-2	che	21-2	che
0	19-3	tutti	21-3	tutti
0	19-4	quanti	21-4	quanti
1	_	_	22-0	{sospira}
0	20-0	sì	23-0	sì
0	20-1	sì	23-1	sì
0	20-2	sì	23-2	sì
0	20-3	certo	23-3	certo
0	20-4	capito	23-4	capito
2	20-5	{P}	24-0	mh
0	20-6	mh	25-0	mh
0	20-7	e	25-1	e
0	20-8	ma	25-2	ma
0	20-9	se	25-3	se
1	20-10	{P}	_	_
0	20-11	se	25-4	se
0	20-12	potessi	25-5	potessi
0	20-13	un	25-6	un
0	20-14	giorno	25-7	giorno
0	20-15	vorresti	25-8	vorresti
0	20-16	vivere	25-9	vivere
0	20-17	in	25-10	in
0	20-18	città	25-11	città
