match	id_A	token_A	id_B	token_B
1	1-0	mh	_	_
1	1-1	negli	_	_
1	1-2	ultimi	_	_
1	1-3	anni	_	_
1	1-4	secondo	_	_
1	1-5	me	_	_
1	1-6	è	_	_
2	1-7	aum-	1-0	x
0	1-8	infatti	1-1	infatti
0	1-9	il	1-2	il
0	1-10	fatto	1-3	fatto
0	1-11	che	1-4	che
0	1-12	è	1-5	è
0	1-13	aumentato	1-6	aumentato
0	1-14	il	1-7	il
0	1-15	turismo	1-8	turismo
0	2-0	ha	2-0	ha
0	2-1	impattato	2-1	impattato
0	2-2	molto	2-2	molto
0	2-3	anche	2-3	anche
1	2-4	quello	_	_
2	2-5	con	2-4	x
0	2-6	gli	2-5	gli
0	2-7	affitti	2-6	affitti
2	3-0	e	3-0	eh
0	3-1	può	3-1	può
0	3-2	essere	3-2	essere
0	4-0	è	4-0	è
0	4-1	vero	4-1	vero
0	4-2	è	4-2	è
0	4-3	vero	4-3	vero
0	5-0	perché	5-0	perché
2	5-1	insomma	5-1	dicevano
2	5-2	qui	5-2	che
0	5-3	molte	5-3	molte
0	5-4	persone	5-4	persone
0	5-5	molti	5-5	molti
2	5-6	prorietari	6-0	proprietari
0	5-7	hanno	6-1	hanno
0	5-8	messo	6-2	messo
0	5-9	le	6-3	le
0	5-10	case	6-4	case
0	5-11	su	6-5	su
2	5-12	airbeb	6-6	airbb
0	6-0	per	7-0	per
0	6-1	per	7-1	per
0	6-2	il	7-2	il
0	6-3	turismo	7-3	turismo
1	7-0	mh	_	_
2	7-1	mh	8-0	mhmh
0	8-0	e	9-0	e
0	8-1	tutte	9-1	tutte
0	8-2	queste	9-2	queste
0	8-3	case	9-3	case
0	8-4	sono	9-4	sono
0	8-5	state	9-5	state
0	8-6	tolte	9-6	tolte
0	8-7	dal	9-7	dal
0	8-8	mercato	9-8	mercato
0	9-0	della	10-0	della
0	9-1	gente	10-1	gente
0	9-2	che	10-2	che
0	9-3	ci	10-3	ci
0	9-4	deve	10-4	deve
0	9-5	vivere	10-5	vivere
0	9-6	insomma	10-6	insomma
1	10-0	mh	_	_
1	10-1	mh	_	_
2	10-2	{P}	11-0	mhmh
0	10-3	è	11-1	è
0	10-4	vero	11-2	vero
0	11-0	quindi	12-0	quindi
0	11-1	sicuramente	12-1	sicuramente
0	11-2	il	12-2	il
0	11-3	turismo	12-3	turismo
0	11-4	ha	12-4	ha
0	11-5	influito	12-5	influito
0	11-6	anche	12-6	anche
0	11-7	su	12-7	su
0	11-8	questo	12-8	questo
1	11-9	su	_	_
0	11-10	questa	13-0	questa
0	11-11	cosa	13-1	cosa
0	11-12	qua	13-2	qua
0	12-0	però	14-0	però
1	12-1	{P}	_	_
0	12-2	capisco	15-0	capisco
0	12-3	anche	15-1	anche
0	12-4	che	15-2	che
0	12-5	vogliano	15-3	vogliano
1	12-6	x	_	_
1	12-7	incentivare	_	_
1	12-8	il	_	_
1	12-9	turismo	_	_
1	12-10	{ride}	_	_
0	13-0	eh	16-0	eh
0	13-1	sì	16-1	sì
1	13-2	anche	_	_
2	13-3	loro	16-2	x
0	14-0	sì	16-3	sì
0	14-1	sì	16-4	sì
0	14-2	sì	16-5	sì
1	_	_	17-0	cercare
1	_	_	17-1	in
2	15-0	però	17-2	primo
0	16-0	e	18-0	e
1	_	_	19-0	però
0	16-1	e	20-0	e
0	16-2	invece	20-1	invece
0	16-3	per	20-2	per
1	16-4	il	_	_
0	16-5	quanto	20-3	quanto
0	16-6	riguarda	20-4	riguarda
0	16-7	il	20-5	il
0	16-8	lavoro	20-6	lavoro
0	16-9	pensi	21-0	pensi
1	_	_	21-1	che
2	16-10	sia	21-2	si
0	16-11	un	21-3	un
0	16-12	buon	21-4	buon
0	16-13	posto	21-5	posto
0	16-14	in	21-6	in
0	16-15	cui	21-7	cui
0	16-16	lavorare	21-8	lavorare
0	17-0	cioè	22-0	cioè
2	17-1	s-	22-1	sì
