match	id_A	token_A	id_B	token_B
0	1-0	bene	0-0	bene
0	1-1	allora	1-0	allora
0	1-2	intanto	2-0	intanto
0	1-3	ero	3-0	ero
0	1-4	curiosa	3-1	curiosa
0	1-5	di	3-2	di
0	1-6	sapere	3-3	sapere
0	1-7	da	4-0	da
0	1-8	quanto	4-1	quanto
0	1-9	tempo	4-2	tempo
0	1-10	c'	4-3	c'
0	1-11	è	4-4	è
0	1-12	questo	4-5	questo
0	1-13	negozio	4-6	negozio
0	1-14	perché	4-7	perché
0	1-15	io	5-0	io
0	1-16	sono	5-1	sono
0	1-17	di	5-2	di
0	1-18	qui	5-3	qui
0	1-19	e	6-0	e
0	1-20	frequento	6-1	frequento
0	1-21	un	6-2	un
0	1-22	po'	6-3	po'
0	1-23	questa	6-4	questa
0	1-24	zona	6-5	zona
0	1-25	ma	6-6	ma
0	1-26	non	6-7	non
0	1-27	l'	6-8	l'
0	1-28	avevo	6-9	avevo
0	1-29	mai	6-10	mai
0	1-30	visto	6-11	visto
0	2-0	no	7-0	no
1	2-1	eh	_	_
0	2-2	non	7-1	non
0	2-3	è	7-2	è
0	2-4	così	7-3	così
0	3-0	stranamente	8-0	stranamente
0	4-0	questo	9-0	questo
0	4-1	negozio	9-1	negozio
0	4-2	è	9-2	è
0	4-3	già	9-3	già
0	4-4	da	9-4	da
0	4-5	ventidue	9-5	ventidue
0	4-6	anni	9-6	anni
2	5-0	ok	10-0	okay
0	5-1	quindi	10-1	quindi
0	5-2	non	10-2	non
0	5-3	è	10-3	è
0	5-4	nuovo	10-4	nuovo
0	6-0	sono	11-0	sono
0	6-1	qui	11-1	qui
0	6-2	da	11-2	da
0	6-3	sei	11-3	sei
0	6-4	anni	11-4	anni
0	7-0	no	11-5	no
0	7-1	no	11-6	no
0	7-2	no	11-7	no
0	7-3	questo	11-8	questo
0	7-4	qua	11-9	qua
0	7-5	non	11-10	non
0	7-6	è	11-11	è
0	7-7	nuovo	11-12	nuovo
0	7-8	di	11-13	di
0	7-9	prima	11-14	prima
0	7-10	era	11-15	era
0	7-11	una	11-16	una
1	7-12	casa	_	_
1	7-13	d'	_	_
1	7-14	autrice	_	_
2	7-15	vaesi	11-17	@nomenegozio
0	7-16	poi	12-0	poi
0	7-17	hanno	12-1	hanno
0	7-18	chiuso	12-2	chiuso
0	7-19	allora	12-3	allora
0	7-20	già	12-4	già
0	7-21	comprato	12-5	comprato
0	7-22	un'	12-6	un'
0	7-23	altra	12-7	altra
0	7-24	persona	12-8	persona
0	7-25	e	12-9	e
1	_	_	12-10	è
0	7-26	fatta	12-11	fatta
0	7-27	copisteria	12-12	copisteria
2	8-0	ok	13-0	okay
0	9-0	poi	14-0	poi
0	9-1	io	14-1	io
0	9-2	sono	14-2	sono
0	9-3	da	14-3	da
0	9-4	terza	14-4	terza
0	9-5	mano	14-5	mano
0	9-6	che	14-6	che
2	9-7	i	14-7	i-
0	9-8	andando	14-8	andando
0	9-9	avanti	14-9	avanti
0	10-0	mhmh	15-0	mhmh
2	10-1	ok	15-1	okay
2	11-0	mhmh	16-0	mh
0	12-0	noi	16-1	noi
0	12-1	siamo	16-2	siamo
0	12-2	venuti	16-3	venuti
0	12-3	qui	16-4	qui
0	12-4	a	16-5	a
0	12-5	chiedere	16-6	chiedere
0	12-6	a	16-7	a
0	12-7	te	16-8	te
0	12-8	la	16-9	la
0	12-9	disponibilità	16-10	disponibilità
0	12-10	perché	16-11	perché
1	_	_	16-12	il-
2	12-11	il	16-13	l-
0	12-12	la	16-14	la
0	12-13	verità	16-15	verità
0	12-14	è	16-16	è
0	12-15	che	16-17	che
0	12-16	siamo	16-18	siamo
0	12-17	andati	16-19	andati
0	12-18	alla	16-20	alla
0	12-19	copisteria	16-21	copisteria
0	12-20	di	16-22	di
1	12-21	via	_	_
1	12-22	del	_	_
1	12-23	guasto	_	_
1	12-24	a	_	_
1	12-25	chiedere	_	_
1	12-26	e	_	_
1	12-27	i	_	_
1	12-28	ragazzi	_	_
1	12-29	ci	_	_
1	12-30	hanno	_	_
1	12-31	detto	_	_
1	12-32	che	_	_
1	12-33	dovremmo	_	_
2	12-34	assolutamente	16-23	@nomeluogo
0	13-0	sì	17-0	sì
0	14-0	a	18-0	a
0	14-1	chiedere	18-1	chiedere
0	15-0	mhmh	19-0	mhmh
0	16-0	e	20-0	e
0	16-1	i	20-1	i
0	16-2	ragazzi	20-2	ragazzi
0	16-3	ci	20-3	ci
0	16-4	hanno	20-4	hanno
0	16-5	detto	20-5	detto
0	16-6	che	20-6	che
0	16-7	dovevamo	20-7	dovevamo
0	16-8	assolutamente	20-8	assolutamente
0	16-9	venire	20-9	venire
0	16-10	da	20-10	da
0	16-11	te	20-11	te
0	17-0	beh	21-0	beh
0	17-1	eh	21-1	eh
0	17-2	sì	21-2	sì
0	17-3	perché	21-3	perché
0	17-4	loro	21-4	loro
0	17-5	non	21-5	non
0	17-6	è	21-6	è
0	17-7	non	21-7	non
0	17-8	è	21-8	è
1	_	_	21-9	mh
2	17-9	abbasta-	21-10	abbas-
0	17-10	cioè	21-11	cioè
0	17-11	loro	21-12	loro
0	17-12	non	21-13	non
1	_	_	21-14	mh
0	18-0	loro	21-15	loro
0	18-1	sono	21-16	sono
0	18-2	bravi	21-17	bravi
0	18-3	ma	21-18	ma
0	18-4	non	21-19	non
0	18-5	sono	21-20	sono
0	18-6	bravi	21-21	bravi
0	18-7	per	21-22	per
0	18-8	rispondere	22-0	rispondere
0	18-9	a	22-1	a
0	18-10	un	22-2	un
0	18-11	sacco	22-3	sacco
0	18-12	di	22-4	di
0	18-13	domande	22-5	domande
0	18-14	che	22-6	che
0	18-15	anche	22-7	anche
0	18-16	non	22-8	non
0	18-17	sono	22-9	sono
0	18-18	bravi	22-10	bravi
0	18-19	in	22-11	in
0	18-20	italiano	22-12	italiano
1	_	_	22-13	pro-
2	18-21	proprio	22-14	in
2	18-22	poco	22-15	poche
0	18-23	parole	22-16	parole
1	_	_	22-17	sì
1	_	_	23-0	mh
2	19-0	ok	24-0	okay
0	19-1	quindi	24-1	quindi
0	19-2	forse	24-2	forse
0	19-3	forse	24-3	forse
0	19-4	il	24-4	il
0	19-5	problema	24-5	problema
0	19-6	era	24-6	era
0	19-7	quello	24-7	quello
1	20-0	sì	_	_
0	21-0	non	24-8	non
0	21-1	non	24-9	non
0	21-2	abbiamo	24-10	abbiamo
0	21-3	capito	24-11	capito
0	21-4	se	24-12	se
0	21-5	erano	24-13	erano
0	21-6	preoccupati	24-14	preoccupati
0	21-7	perché	24-15	perché
1	_	_	25-0	sì
0	22-0	no	26-0	no
0	22-1	non	26-1	non
2	22-2	sono	26-2	so-
0	22-3	non	26-3	non
0	22-4	è	26-4	è
0	22-5	preoccupati	26-5	preoccupati
0	22-6	però	26-6	però
0	22-7	eh	26-7	eh
0	22-8	lo	26-8	lo
0	22-9	sai	26-9	sai
0	22-10	che	26-10	che
0	22-11	quando	26-11	quando
0	22-12	qualcuno	26-12	qualcuno
0	22-13	che	26-13	che
1	_	_	26-14	mh
0	22-14	non	26-15	non
0	22-15	capisce	26-16	capisce
0	22-16	cosa	26-17	cosa
0	22-17	è	26-18	è
0	22-18	la	26-19	la
0	22-19	domanda	26-20	domanda
0	23-0	mhmh	27-0	mhmh
0	24-0	e	28-0	e
0	24-1	quale	28-1	quale
0	24-2	che	28-2	che
0	24-3	è	28-3	è
0	24-4	la	28-4	la
2	24-5	sp-	28-5	ri-
0	24-6	risposta	28-6	risposta
0	24-7	che	28-7	che
0	24-8	sta	28-8	sta
0	24-9	facendo	28-9	facendo
0	24-10	in	28-10	in
0	24-11	un'	28-11	un'
0	24-12	altra	28-12	altra
0	24-13	lingua	28-13	lingua
0	24-14	che	28-14	che
0	24-15	lui	28-15	lui
0	24-16	non	28-16	non
0	24-17	è	28-17	è
0	24-18	abbastanza	28-18	abbastanza
0	24-19	brava	28-19	brava
1	_	_	29-0	mhmh
0	24-20	allora	30-0	allora
0	24-21	è	30-1	è
0	24-22	una	30-2	una
0	24-23	problema	30-3	problema
1	_	_	30-4	per-
1	_	_	30-5	{P}
2	24-24	perciò	30-6	per
2	24-25	è	30-7	cioè
0	24-26	una	30-8	una
0	24-27	persona	30-9	persona
0	24-28	no	30-10	no
1	_	_	31-0	mhmh
1	_	_	32-0	mhmh
0	25-0	mhmh	33-0	mhmh
0	26-0	sì	33-1	sì
0	26-1	forse	33-2	forse
1	_	_	34-0	cioè
1	_	_	34-1	ecco
0	27-0	perciò	34-2	perciò
0	27-1	che	34-3	che
1	27-2	ha	_	_
2	27-3	diffi-	34-4	x
0	28-0	forse	35-0	forse
0	28-1	è	35-1	è
0	28-2	stato	35-2	stato
0	28-3	per	35-3	per
0	28-4	quello	35-4	quello
0	29-0	sì	36-0	sì
0	30-0	e	37-0	e
0	30-1	stamattina	37-1	stamattina
0	30-2	noi	37-2	noi
0	30-3	siamo	37-3	siamo
0	30-4	andate	37-4	andate
0	30-5	in	37-5	in
