match	id_A	token_A	id_B	token_B
0	1-0	ci	1-0	ci
0	1-1	sono	1-1	sono
0	1-2	delle	1-2	delle
0	1-3	università	1-3	università
0	2-0	sì	2-0	sì
0	2-1	no	2-1	no
1	3-0	o	_	_
1	3-1	più	_	_
2	3-2	nella	2-2	è
2	3-3	capitale	2-3	vero
2	4-0	l'	2-4	in
2	4-1	università	2-5	città
2	4-2	è	2-6	e
0	4-3	un	2-7	un
0	4-4	po'	2-8	po'
0	4-5	più	2-9	più
0	4-6	in	2-10	in
0	4-7	città	2-11	città
1	_	_	2-12	c'
1	_	_	2-13	è
1	_	_	2-14	tutto
1	_	_	3-0	più
1	_	_	3-1	nella
2	5-0	okay	3-2	capital-
2	6-0	x	4-0	ok
2	7-0	okay	4-1	{P}
2	7-1	okay	4-2	ok
2	7-2	okay	4-3	ok
0	8-0	e	4-4	e
2	8-1	s-	5-0	di
2	9-0	in	5-1	em
0	9-1	capitale	5-2	capitale
0	10-0	in	6-0	in
0	10-1	capitale	6-1	capitale
2	10-2	okay	6-2	ok
0	11-0	e	6-3	e
0	11-1	se	6-4	se
0	11-2	devi	6-5	devi
1	_	_	6-6	son
1	_	_	6-7	che
1	_	_	7-0	suono
2	12-0	x	7-1	ni..
0	13-0	vabbè	8-0	vabbè
0	13-1	adesso	8-1	adesso
0	13-2	faccio	8-2	faccio
0	13-3	finire	8-3	finire
1	14-0	sì	_	_
1	15-0	x	_	_
2	16-0	sta	9-0	si
2	16-1	andando	10-0	andava
0	16-2	abbastanza	10-1	abbastanza
0	16-3	bene	10-2	bene
0	16-4	no	10-3	no
0	17-0	sì	11-0	sì
0	18-0	proviamo	12-0	proviamo
0	18-1	a	12-1	a
0	18-2	vedere	12-2	vedere
0	18-3	se	12-3	se
1	_	_	12-4	em
0	19-0	allora	13-0	allora
0	19-1	dimmi	13-1	dimmi
0	20-0	la	13-2	la
0	20-1	capitale	13-3	capitale
0	20-2	è	13-4	è
0	20-3	molto	13-5	molto
0	20-4	grande	13-6	grande
0	21-0	la	14-0	la
0	21-1	capitale	14-1	capitale
1	21-2	è	_	_
0	21-3	molto	14-2	molto
0	21-4	grande	14-3	grande
1	_	_	14-4	e
2	22-0	eh	14-5	trecento
2	23-0	trecentosei	14-6	sei
0	23-1	virgola	14-7	virgola
0	24-0	quattro	14-8	quattro
2	25-0	eh	14-9	e
0	26-0	chilometri	14-10	chilometri
0	26-1	quadrati	14-11	quadrati
2	27-0	okay	15-0	ok
0	27-1	e	15-1	e
0	28-0	popolazione	15-2	popolazione
1	_	_	16-0	in
2	29-0	eh	17-0	e
0	30-0	quattordici	17-1	quattordici
0	30-1	milioni	17-2	milioni
2	31-0	eh	17-3	{P}
0	32-0	quattordici	17-4	quattordici
0	32-1	punto	17-5	punto
0	32-2	quattro	17-6	quattro
0	32-3	milioni	17-7	milioni
1	_	_	18-0	eh
1	_	_	19-0	ceh
2	33-0	cioè	19-1	a
0	33-1	bologna	19-2	bologna
0	33-2	è	19-3	è
1	_	_	19-4	trecento
1	_	_	19-5	cinquantacinque
2	34-0	trecentocinquantamila	19-6	mila
0	34-1	persone	19-7	persone
1	_	_	19-8	eh
1	_	_	19-9	{ride}
