match	id_A	token_A	id_B	token_B
0	1-0	bene	1-0	bene
1	_	_	1-1	{P}
0	1-1	allora	1-2	allora
1	_	_	1-3	{P}
0	1-2	intanto	1-4	intanto
1	_	_	1-5	{P}
0	1-3	ero	1-6	ero
0	1-4	curiosa	1-7	curiosa
0	1-5	di	1-8	di
0	1-6	sapere	1-9	sapere
0	1-7	da	1-10	da
0	1-8	quanto	1-11	quanto
0	1-9	tempo	1-12	tempo
0	1-10	c'	1-13	c'
0	1-11	è	1-14	è
0	1-12	questo	1-15	questo
0	1-13	negozio	1-16	negozio
0	1-14	perché	1-17	perché
0	1-15	io	2-0	io
0	1-16	sono	2-1	sono
0	1-17	di	2-2	di
0	1-18	qui	2-3	qui
0	1-19	e	2-4	e
0	1-20	frequento	2-5	frequento
0	1-21	un	2-6	un
0	1-22	po'	2-7	po'
0	1-23	questa	2-8	questa
0	1-24	zona	2-9	zona
0	1-25	ma	2-10	ma
0	1-26	non	2-11	non
0	1-27	l'	2-12	l'
0	1-28	avevo	2-13	avevo
0	1-29	mai	2-14	mai
0	1-30	visto	2-15	visto
0	2-0	no	3-0	no
1	2-1	eh	_	_
0	2-2	non	3-1	non
0	2-3	è	3-2	è
0	2-4	così	3-3	così
0	3-0	stranamente	4-0	stranamente
0	4-0	questo	5-0	questo
0	4-1	negozio	5-1	negozio
0	4-2	è	5-2	è
0	4-3	già	5-3	già
0	4-4	da	5-4	da
0	4-5	ventidue	5-5	ventidue
0	4-6	anni	5-6	anni
0	5-0	ok	6-0	ok
0	5-1	quindi	6-1	quindi
0	5-2	non	6-2	non
0	5-3	è	6-3	è
0	5-4	nuovo	6-4	nuovo
0	6-0	sono	7-0	sono
0	6-1	qui	7-1	qui
0	6-2	da	7-2	da
0	6-3	sei	7-3	sei
0	6-4	anni	7-4	anni
0	7-0	no	8-0	no
0	7-1	no	8-1	no
0	7-2	no	8-2	no
0	7-3	questo	8-3	questo
0	7-4	qua	8-4	qua
0	7-5	non	8-5	non
0	7-6	è	8-6	è
0	7-7	nuovo	8-7	nuovo
0	7-8	di	9-0	di
0	7-9	prima	9-1	prima
0	7-10	era	9-2	era
0	7-11	una	9-3	una
0	7-12	casa	9-4	casa
0	7-13	d'	9-5	d'
0	7-14	autrice	9-6	autrice
2	7-15	vaesi	9-7	vaisi
0	7-16	poi	10-0	poi
0	7-17	hanno	10-1	hanno
0	7-18	chiuso	10-2	chiuso
0	7-19	allora	10-3	allora
0	7-20	già	10-4	già
0	7-21	comprato	10-5	comprato
0	7-22	un'	10-6	un'
0	7-23	altra	10-7	altra
0	7-24	persona	10-8	persona
0	7-25	e	10-9	e
1	_	_	10-10	è
0	7-26	fatta	10-11	fatta
0	7-27	copisteria	10-12	copisteria
0	8-0	ok	11-0	ok
0	9-0	poi	12-0	poi
0	9-1	io	12-1	io
0	9-2	sono	12-2	sono
0	9-3	da	12-3	da
0	9-4	terza	12-4	terza
0	9-5	mano	12-5	mano
0	9-6	che	12-6	che
1	9-7	i	_	_
0	9-8	andando	12-7	andando
0	9-9	avanti	12-8	avanti
1	_	_	13-0	mh
2	10-0	mhmh	13-1	mh
0	10-1	ok	13-2	ok
2	11-0	mhmh	14-0	mh
0	12-0	noi	14-1	noi
0	12-1	siamo	14-2	siamo
0	12-2	venuti	14-3	venuti
0	12-3	qui	14-4	qui
0	12-4	a	14-5	a
0	12-5	chiedere	14-6	chiedere
0	12-6	a	14-7	a
0	12-7	te	14-8	te
0	12-8	la	14-9	la
0	12-9	disponibilità	14-10	disponibilità
0	12-10	perché	14-11	perché
2	12-11	il	14-12	il-
2	12-12	la	14-13	l-la
0	12-13	verità	14-14	verità
0	12-14	è	14-15	è
0	12-15	che	14-16	che
0	12-16	siamo	14-17	siamo
0	12-17	andati	14-18	andati
0	12-18	alla	14-19	alla
0	12-19	copisteria	14-20	copisteria
0	12-20	di	14-21	di
0	12-21	via	14-22	via
0	12-22	del	14-23	del
0	12-23	guasto	14-24	guasto
1	12-24	a	_	_
1	12-25	chiedere	_	_
1	12-26	e	_	_
1	12-27	i	_	_
1	12-28	ragazzi	_	_
1	12-29	ci	_	_
1	12-30	hanno	_	_
1	12-31	detto	_	_
1	12-32	che	_	_
1	12-33	dovremmo	_	_
1	12-34	assolutamente	_	_
0	13-0	sì	15-0	sì
0	14-0	a	16-0	a
0	14-1	chiedere	16-1	chiedere
2	15-0	mhmh	17-0	mh
0	16-0	e	18-0	e
0	16-1	i	18-1	i
0	16-2	ragazzi	18-2	ragazzi
0	16-3	ci	18-3	ci
0	16-4	hanno	18-4	hanno
0	16-5	detto	18-5	detto
0	16-6	che	18-6	che
2	16-7	dovevamo	18-7	dovremmo
0	16-8	assolutamente	18-8	assolutamente
0	16-9	venire	18-9	venire
0	16-10	da	18-10	da
0	16-11	te	18-11	te
0	17-0	beh	19-0	beh
0	17-1	eh	19-1	eh
0	17-2	sì	19-2	sì
0	17-3	perché	19-3	perché
0	17-4	loro	19-4	loro
0	17-5	non	19-5	non
0	17-6	è	19-6	è
0	17-7	non	19-7	non
0	17-8	è	19-8	è
2	17-9	abbasta-	19-9	abbastanza
0	17-10	cioè	19-10	cioè
0	17-11	loro	19-11	loro
0	17-12	non	19-12	non
1	_	_	20-0	mh
0	18-0	loro	20-1	loro
0	18-1	sono	20-2	sono
2	18-2	bravi	20-3	bravi'
0	18-3	ma	20-4	ma
0	18-4	non	20-5	non
0	18-5	sono	20-6	sono
0	18-6	bravi	20-7	bravi
0	18-7	per	20-8	per
0	18-8	rispondere	20-9	rispondere
0	18-9	a	20-10	a
0	18-10	un	20-11	un
0	18-11	sacco	20-12	sacco
0	18-12	di	20-13	di
0	18-13	domande	20-14	domande
0	18-14	che	20-15	che
0	18-15	anche	20-16	anche
0	18-16	non	20-17	non
0	18-17	sono	20-18	sono
0	18-18	bravi	20-19	bravi
1	_	_	21-0	mh
0	18-19	in	22-0	in
0	18-20	italiano	22-1	italiano
0	18-21	proprio	22-2	proprio
2	18-22	poco	22-3	per
0	18-23	parole	22-4	parole
0	19-0	ok	23-0	ok
0	19-1	quindi	23-1	quindi
0	19-2	forse	23-2	forse
0	19-3	forse	23-3	forse
0	19-4	il	23-4	il
0	19-5	problema	23-5	problema
0	19-6	era	23-6	era
0	19-7	quello	23-7	quello
1	20-0	sì	_	_
1	21-0	non	_	_
0	21-1	non	23-8	non
0	21-2	abbiamo	23-9	abbiamo
0	21-3	capito	23-10	capito
0	21-4	se	23-11	se
0	21-5	erano	23-12	erano
0	21-6	preoccupati	23-13	preoccupati
0	21-7	perché	23-14	perché
1	_	_	24-0	sì
0	22-0	no	25-0	no
0	22-1	non	25-1	non
2	22-2	sono	25-2	so-
0	22-3	non	25-3	non
0	22-4	è	25-4	è
0	22-5	preoccupati	25-5	preoccupati
0	22-6	però	25-6	però
0	22-7	eh	25-7	eh
0	22-8	lo	25-8	lo
0	22-9	sai	25-9	sai
0	22-10	che	25-10	che
0	22-11	quando	25-11	quando
0	22-12	qualcuno	25-12	qualcuno
0	22-13	che	25-13	che
1	_	_	25-14	mh
0	22-14	non	25-15	non
0	22-15	capisce	25-16	capisce
0	22-16	cosa	25-17	cosa
0	22-17	è	25-18	è
0	22-18	la	25-19	la
0	22-19	domanda	25-20	domanda
1	_	_	26-0	mh
2	23-0	mhmh	26-1	mh
0	24-0	e	27-0	e
0	24-1	quale	27-1	quale
0	24-2	che	27-2	che
0	24-3	è	27-3	è
0	24-4	la	27-4	la
1	24-5	sp-	_	_
2	24-6	risposta	27-5	ri-risposta
0	24-7	che	27-6	che
0	24-8	sta	27-7	sta
0	24-9	facendo	27-8	facendo
0	24-10	in	27-9	in
0	24-11	un'	27-10	un'
0	24-12	altra	27-11	altra
0	24-13	lingua	27-12	lingua
0	24-14	che	27-13	che
0	24-15	lui	27-14	lui
0	24-16	non	27-15	non
0	24-17	è	27-16	è
0	24-18	abbastanza	27-17	abbastanza
0	24-19	brava	28-0	brava
0	24-20	allora	29-0	allora
0	24-21	è	29-1	è
0	24-22	una	29-2	una
0	24-23	problema	29-3	problema
1	_	_	29-4	per-
0	24-24	perciò	29-5	perciò
1	_	_	29-6	che
0	24-25	è	29-7	è
0	24-26	una	29-8	una
0	24-27	persona	29-9	persona
0	24-28	no	29-10	no
1	_	_	30-0	mh
1	_	_	30-1	mh
1	_	_	31-0	mh
1	_	_	31-1	mh
1	_	_	32-0	mh
2	25-0	mhmh	32-1	mh
0	26-0	sì	32-2	sì
0	26-1	forse	32-3	forse
1	_	_	33-0	cioè
1	_	_	33-1	ecco
0	27-0	perciò	33-2	perciò
0	27-1	che	33-3	che
1	27-2	ha	_	_
1	27-3	diffi-	_	_
0	28-0	forse	34-0	forse
0	28-1	è	34-1	è
0	28-2	stato	34-2	stato
0	28-3	per	34-3	per
0	28-4	quello	34-4	quello
0	29-0	sì	35-0	sì
0	30-0	e	36-0	e
0	30-1	stamattina	36-1	stamattina
0	30-2	noi	36-2	noi
0	30-3	siamo	36-3	siamo
0	30-4	andate	36-4	andate
0	30-5	in	36-5	in
0	31-0	zona	37-0	zona
0	32-0	praticamente	38-0	praticamente
0	32-1	tutti	38-1	tutti
0	32-2	i	38-2	i
0	32-3	negozi	38-3	negozi
0	32-4	di	38-4	di
0	32-5	via	38-5	via
0	32-6	san	38-6	san
0	32-7	vitale	38-7	vitale
1	_	_	38-8	a
1	_	_	38-9	chiedere
0	33-0	sì	39-0	sì
0	33-1	nessuno	39-1	nessuno
0	33-2	che	39-2	che
0	33-3	non	39-3	non
0	33-4	ti	39-4	ti
0	33-5	ha	39-5	ha
0	33-6	detto	39-6	detto
0	33-7	che	39-7	che
0	33-8	c'	39-8	c'
0	33-9	è	39-9	è
1	34-0	a	_	_
1	34-1	chiedere	_	_
0	35-0	sì	39-10	sì
0	35-1	perché	39-11	perché
0	35-2	hanno	39-12	hanno
0	35-3	paura	39-13	paura
0	35-4	per	39-14	per
0	35-5	perché	39-15	perché
1	35-6	non	_	_
1	35-7	lo	_	_
1	35-8	s-	_	_
0	35-9	non	39-16	non
0	35-10	si	39-17	si
0	35-11	sa	39-18	sa
0	35-12	cosa	39-19	cosa
0	35-13	succederà	39-20	succederà
0	35-14	dopo	39-21	dopo
1	_	_	40-0	mh
2	36-0	mhmh	40-1	mh
0	37-0	mh	40-2	mh
0	38-0	infatti	41-0	infatti
0	38-1	sì	41-1	sì
0	38-2	quindi	42-0	quindi
0	38-3	vabbè	42-1	vabbè
0	38-4	ma	42-2	ma
0	38-5	noi	42-3	noi
0	38-6	abbiamo	42-4	abbiamo
0	38-7	provato	42-5	provato
0	38-8	ovviamente	42-6	ovviamente
2	39-0	assolutamente	43-0	sì
0	39-1	assolutamente	43-1	assolutamente
1	40-0	eh	_	_
2	41-0	ma	44-0	emh
0	41-1	invece	44-1	invece
1	_	_	44-2	{P}
0	41-2	tu	44-3	tu
0	41-3	vivi	44-4	vivi
