match	id_A	token_A	id_B	token_B
0	1-0	persone	1-0	persone
0	1-1	che	1-1	che
0	1-2	magari	1-2	magari
0	1-3	puoi	1-3	puoi
0	1-4	avere	1-4	avere
0	1-5	incontrato	1-5	incontrato
0	1-6	un	1-6	un
0	1-7	po'	1-7	po'
1	_	_	2-0	ah
0	2-0	bah	3-0	bah
2	2-1	e	3-1	ehm
2	3-0	sì	4-0	c-
0	3-1	è	4-1	è
0	3-2	sempre	4-2	sempre
0	3-3	pieno	4-3	pieno
0	3-4	di	4-4	di
0	3-5	persone	4-5	persone
0	3-6	che	4-6	che
0	3-7	fanno	4-7	fanno
0	3-8	l'	4-8	l'
0	3-9	elemosina	4-9	elemosina
0	3-10	sotto	4-10	sotto
0	3-11	i	4-11	i
0	3-12	portici	4-12	portici
0	4-0	mhmh	5-0	mhmh
0	5-0	soprattutto	6-0	soprattutto
0	5-1	su	6-1	su
0	5-2	via	6-2	via
0	5-3	indipendenza	6-3	indipendenza
0	5-4	ce	6-4	ce
0	5-5	ne	6-5	ne
0	5-6	sono	6-6	sono
0	5-7	diversi	6-7	diversi
0	6-0	sì	7-0	sì
0	6-1	è	7-1	è
0	6-2	vero	7-2	vero
0	7-0	anche	8-0	anche
0	7-1	sotto	8-1	sotto
0	7-2	i	8-2	i
0	7-3	portici	8-3	portici
0	7-4	di	8-4	di
0	7-5	via	8-5	via
2	8-0	di	9-0	il
0	8-1	viale	9-1	viale
1	_	_	10-0	mh
0	9-0	masini	10-1	masini
0	10-0	perché	11-0	perché
0	10-1	io	11-1	io
0	10-2	passo	11-2	passo
1	_	_	11-3	s-
0	10-3	spesso	11-4	spesso
0	10-4	di	11-5	di
0	10-5	lì	11-6	lì
2	11-0	e	12-0	ehm
0	12-0	però	13-0	però
0	12-1	a	13-1	a
0	12-2	parte	13-2	parte
0	12-3	insomma	13-3	insomma
0	12-4	persone	13-4	persone
1	_	_	14-0	mhmh
0	12-5	che	15-0	che
0	12-6	fanno	15-1	fanno
0	12-7	l'	15-2	l'
0	12-8	elemosina	15-3	elemosina
1	13-0	mhmh	_	_
0	14-0	sì	15-4	sì
0	15-0	mh	16-0	mh
2	15-1	a	16-1	ah
0	16-0	incontri	16-2	incontri
0	16-1	anche	16-3	anche
0	16-2	molte	16-4	molte
0	16-3	persone	16-5	persone
0	16-4	che	16-6	che
0	16-5	ti	16-7	ti
0	16-6	fermano	16-8	fermano
0	16-7	per	16-9	per
2	17-0	sì	17-0	ti
2	18-0	chiederti	17-1	chiedono
0	18-1	di	17-2	di
0	18-2	fare	17-3	fare
2	18-3	beneficienza	17-4	beneficenza
0	18-4	{ride}	17-5	{ride}
1	_	_	18-0	sì
0	19-0	{ride}	18-1	{ride}
0	19-1	esatto	18-2	esatto
0	20-0	{ride}	19-0	{ride}
0	20-1	le	19-1	le
0	20-2	classiche	19-2	classiche
0	20-3	persone	19-3	persone
0	20-4	che	19-4	che
0	20-5	sono	19-5	sono
0	20-6	sotto	19-6	sotto
0	20-7	i	19-7	i
0	20-8	portici	19-8	portici
2	21-0	e	20-0	ehm
0	22-0	a	20-1	a
0	22-1	volte	20-2	volte
0	22-2	persone	21-0	persone
0	22-3	famose	21-1	famose
0	22-4	ogni	21-2	ogni
0	22-5	tanto	21-3	tanto
0	22-6	una	21-4	una
0	22-7	volta	21-5	volta
0	22-8	ho	21-6	ho
0	22-9	incontrato	21-7	incontrato
2	22-10	piff	21-8	pif
0	22-11	ad	21-9	ad
0	22-12	esempio	21-10	esempio
2	23-0	a	22-0	ah
0	23-1	ah	22-1	ah
0	23-2	sì	22-2	sì
0	23-3	sì	22-3	sì
0	23-4	sì	22-4	sì
2	24-0	e	23-0	eh
0	25-0	che	23-1	che
1	25-1	era	_	_
2	25-2	in	23-2	ha
0	25-3	un	23-3	un
0	25-4	hotel	23-4	hotel
0	25-5	che	23-5	che
0	25-6	è	23-6	è
0	25-7	lì	23-7	lì
0	25-8	su	23-8	su
0	25-9	via	23-9	via
0	25-10	indipendenza	23-10	indipendenza
0	26-0	anche	24-0	anche
0	26-1	cremonini	24-1	cremonini
0	26-2	dicono	24-2	dicono
0	26-3	che	24-3	che
0	26-4	si	24-4	si
0	26-5	aspetta	24-5	aspetta
2	27-0	cremonini	25-0	cremoni-
2	27-1	eh	25-1	è
0	27-2	non	25-2	non
0	27-3	l'	25-3	l'
0	27-4	ho	25-4	ho
0	27-5	ancora	25-5	ancora
0	27-6	incontrato	25-6	incontrato
0	27-7	cremonini	25-7	cremonini
2	28-0	poi	25-8	{ride}
2	28-1	niente	26-0	x
0	28-2	neanche	26-1	neanche
0	28-3	io	26-2	io
1	29-0	{ride}	_	_
2	29-1	e	26-3	ohi
0	30-0	però	27-0	però
1	30-1	è	_	_
2	30-2	che	27-1	veramente
0	30-3	sì	27-2	sì
0	31-0	tre	27-3	tre
0	31-1	anni	27-4	anni
0	31-2	perché	27-5	perché
0	31-3	io	27-6	io
0	31-4	sono	27-7	sono
0	31-5	dal	27-8	dal
0	31-6	duemiladiciotto	28-0	duemiladiciotto
2	32-0	sono	28-1	diciannove
2	32-1	dal	28-2	ve-
0	32-2	sì	28-3	sì
0	32-3	tre	28-4	tre
0	32-4	anni	28-5	anni
0	32-5	che	28-6	che
0	32-6	sono	28-7	sono
0	32-7	lì	28-8	lì
1	_	_	28-9	e
0	32-8	non	28-10	non
0	32-9	ho	28-11	ho
1	_	_	28-12	ancora
1	_	_	28-13	incrociato
2	32-10	ancoraincrociato	28-14	cremoni-
2	32-11	cremonini	28-15	{ride}
0	33-0	beh	29-0	beh
0	33-1	magari	29-1	magari
0	33-2	dai	29-2	dai
0	33-3	quest'	29-3	quest'
0	33-4	anno	29-4	anno
0	33-5	sarà	29-5	sarà
0	33-6	l'	29-6	l'
0	33-7	anno	29-7	anno
0	33-8	buono	29-8	buono
1	_	_	30-0	ma
0	34-0	sì	30-1	sì
0	34-1	chissà	30-2	chissà
2	34-2	{ride}	30-3	infatti
2	35-0	beh	30-4	infatti
0	36-0	e	31-0	e
0	36-1	anche	31-1	anche
1	36-2	emh	_	_
2	36-3	{P}	31-2	mh
0	36-4	per	32-0	per
0	36-5	il	32-1	il
0	36-6	fatto	32-2	fatto
0	36-7	che	32-3	che
0	36-8	hanno	32-4	hanno
0	36-9	messo	32-5	messo
0	36-10	le	32-6	le
0	36-11	luci	32-7	luci
0	36-12	con	32-8	con
0	36-13	le	32-9	le
0	36-14	scritte	32-10	scritte
0	36-15	delle	32-11	delle
0	36-16	canzoni	32-12	canzoni
0	36-17	cosa	32-13	cosa
0	36-18	ne	32-14	ne
0	36-19	pensi	32-15	pensi
0	37-0	ah	33-0	ah
