match	id_A	token_A	id_B	token_B
0	1-0	ci	1-0	ci
0	1-1	sono	1-1	sono
0	1-2	delle	1-2	delle
0	1-3	università	1-3	università
0	2-0	sì	2-0	sì
0	2-1	no	2-1	no
0	2-2	le	2-2	le
0	2-3	università	2-3	università
0	2-4	è	2-4	è
0	2-5	proprio	2-5	proprio
0	2-6	in	2-6	in
0	2-7	città	2-7	città
1	2-8	x	_	_
0	3-0	o	3-0	o
0	3-1	più	3-1	più
0	3-2	nella	3-2	nella
0	3-3	capita-	3-3	capita-
2	4-0	okay	4-0	ok
0	4-1	{P}	4-1	{P}
2	4-2	okay	4-2	ok
2	4-3	okay	4-3	ok
2	4-4	okay	4-4	ok
0	5-0	e	5-0	e
0	5-1	s-	5-1	s-
1	5-2	{P}	_	_
0	5-3	in	5-2	in
0	5-4	capitale	5-3	capitale
0	5-5	in	5-4	in
0	5-6	capitale	5-5	capitale
2	5-7	okay	5-6	ok
2	5-8	eh	5-7	e
0	5-9	se	5-8	se
0	5-10	devi	5-9	devi
0	6-0	di	6-0	di
0	6-1	in	6-1	in
0	6-2	capitale	6-2	capitale
2	7-0	però	7-0	solo
2	8-0	posso	7-1	che
2	8-1	anche	8-0	va
2	9-0	vabbè	8-1	be'
0	9-1	adesso	8-2	adesso
0	9-2	faccio	8-3	faccio
0	9-3	finire	8-4	finire
0	9-4	qui	8-5	qui
0	10-0	sì	9-0	sì
0	11-0	detali	10-0	detali
0	11-1	così	10-1	così
0	11-2	che	10-2	che
0	11-3	ci	10-3	ci
0	11-4	vengono	10-4	vengono
0	12-0	vengono	11-0	vengono
0	12-1	abbastanza	11-1	abbastanza
0	12-2	bene	11-2	bene
0	12-3	no	11-3	no
0	13-0	sì	12-0	sì
0	13-1	{P}	12-1	{P}
0	13-2	proviamo	12-2	proviamo
0	13-3	vedere	12-3	vedere
0	13-4	se	12-4	se
0	14-0	allora	13-0	allora
0	14-1	dimmi	13-1	dimmi
0	14-2	la	13-2	la
0	14-3	capitale	13-3	capitale
0	14-4	è	13-4	è
0	14-5	molto	13-5	molto
0	14-6	grande	13-6	grande
0	15-0	la	14-0	la
0	15-1	capitale	14-1	capitale
0	15-2	è	14-2	è
0	15-3	molto	14-3	molto
0	15-4	grande	14-4	grande
0	15-5	{P}	14-5	{P}
0	15-6	e	14-6	e
0	15-7	trecentosei	14-7	trecentosei
0	15-8	virgola	14-8	virgola
0	15-9	quattro	14-9	quattro
0	15-10	e	14-10	e
0	15-11	chilometri	14-11	chilometri
0	15-12	quadrati	14-12	quadrati
2	16-0	okay	15-0	ok
0	16-1	e	15-1	e
0	16-2	popolazione	15-2	popolazione
0	17-0	in	16-0	in
2	18-0	eh	17-0	e
0	18-1	quattordici	17-1	quattordici
0	18-2	milioni	17-2	milioni
0	18-3	quattordici	17-3	quattordici
0	18-4	punto	17-4	punto
0	18-5	quattro	17-5	quattro
0	18-6	milioni	17-6	milioni
1	19-0	eh	_	_
0	20-0	cioè	18-0	cioè
0	20-1	bologna	18-1	bologna
0	20-2	è	18-2	è
0	20-3	trecentocinquantamila	18-3	trecentocinquantamila
0	20-4	persone	18-4	persone
0	21-0	beh	19-0	beh
