match	id_A	token_A	id_B	token_B
0	1-0	ci	1-0	ci
0	1-1	sono	1-1	sono
0	1-2	delle	1-2	delle
0	1-3	università	1-3	università
0	2-0	sì	2-0	sì
0	2-1	no	2-1	no
2	2-2	le	2-2	l'
0	2-3	università	2-3	università
0	2-4	è	2-4	è
1	_	_	2-5	un
1	_	_	2-6	po'
2	2-5	proprio	2-7	più
0	2-6	in	2-8	in
0	2-7	città	2-9	città
0	3-0	o	3-0	o
0	3-1	più	3-1	più
0	3-2	nella	3-2	nella
1	_	_	3-3	capitale
2	3-3	capita-	4-0	x
2	4-0	ok	4-1	tutto
2	4-1	{P}	5-0	okay
2	4-2	ok	6-0	okay
2	4-3	ok	6-1	okay
2	4-4	ok	6-2	okay
0	5-0	e	7-0	e
0	5-1	s-	7-1	s-
1	_	_	8-0	di
0	5-2	in	8-1	in
0	5-3	capitale	8-2	capitale
0	5-4	in	9-0	in
0	5-5	capitale	9-1	capitale
2	5-6	ok	9-2	okay
2	5-7	e	10-0	eh
0	5-8	se	10-1	se
0	5-9	devi	10-2	devi
1	6-0	di	_	_
1	6-1	in	_	_
1	6-2	capitale	_	_
2	7-0	solo	11-0	però
2	7-1	che	12-0	posso
2	8-0	va	12-1	anche
2	8-1	be'	13-0	vabbè
0	8-2	adesso	13-1	adesso
0	8-3	faccio	13-2	faccio
0	8-4	finire	13-3	finire
1	8-5	qui	_	_
0	9-0	sì	14-0	sì
1	10-0	detali	_	_
1	10-1	così	_	_
1	10-2	che	_	_
2	10-3	ci	15-0	x
2	10-4	vengono	16-0	sta
2	11-0	vengono	16-1	andando
0	11-1	abbastanza	16-2	abbastanza
0	11-2	bene	16-3	bene
0	11-3	no	16-4	no
0	12-0	sì	17-0	sì
1	12-1	{P}	_	_
0	12-2	proviamo	18-0	proviamo
1	_	_	18-1	a
0	12-3	vedere	18-2	vedere
0	12-4	se	18-3	se
1	_	_	19-0	x
0	13-0	allora	20-0	allora
0	13-1	dimmi	20-1	dimmi
0	13-2	la	20-2	la
0	13-3	capitale	20-3	capitale
0	13-4	è	20-4	è
0	13-5	molto	20-5	molto
0	13-6	grande	20-6	grande
0	14-0	la	21-0	la
0	14-1	capitale	21-1	capitale
0	14-2	è	21-2	è
0	14-3	molto	21-3	molto
0	14-4	grande	21-4	grande
1	14-5	{P}	_	_
2	14-6	e	21-5	eh
0	14-7	trecentosei	21-6	trecentosei
0	14-8	virgola	21-7	virgola
0	14-9	quattro	21-8	quattro
2	14-10	e	21-9	eh
0	14-11	chilometri	22-0	chilometri
0	14-12	quadrati	22-1	quadrati
2	15-0	ok	23-0	okay
0	15-1	e	23-1	e
0	15-2	popolazione	23-2	popolazione
0	16-0	in	24-0	in
2	17-0	e	25-0	eh
0	17-1	quattordici	26-0	quattordici
0	17-2	milioni	26-1	milioni
1	_	_	27-0	eh
0	17-3	quattordici	28-0	quattordici
0	17-4	punto	28-1	punto
0	17-5	quattro	28-2	quattro
0	17-6	milioni	28-3	milioni
0	18-0	cioè	29-0	cioè
0	18-1	bologna	29-1	bologna
0	18-2	è	29-2	è
0	18-3	trecentocinquantamila	29-3	trecentocinquantamila
0	18-4	persone	29-4	persone
