match	id_A	token_A	id_B	token_B
0	1-0	ci	1-0	ci
0	1-1	sono	1-1	sono
0	1-2	delle	1-2	delle
0	1-3	università	1-3	università
0	2-0	sì	2-0	sì
0	2-1	no	2-1	no
1	_	_	3-0	o
1	_	_	3-1	più
1	_	_	3-2	nella
1	_	_	3-3	capitale
0	2-2	l'	4-0	l'
0	2-3	università	4-1	università
0	2-4	è	4-2	è
0	2-5	un	4-3	un
0	2-6	po'	4-4	po'
0	2-7	più	4-5	più
0	2-8	in	4-6	in
0	2-9	città	4-7	città
1	3-0	o	_	_
1	3-1	più	_	_
1	3-2	nella	_	_
2	3-3	capitale	5-0	okay
0	4-0	x	6-0	x
1	4-1	tutto	_	_
1	5-0	okay	_	_
0	6-0	okay	7-0	okay
0	6-1	okay	7-1	okay
0	6-2	okay	7-2	okay
0	7-0	e	8-0	e
0	7-1	s-	8-1	s-
1	8-0	di	_	_
0	8-1	in	9-0	in
0	8-2	capitale	9-1	capitale
0	9-0	in	10-0	in
0	9-1	capitale	10-1	capitale
0	9-2	okay	10-2	okay
2	10-0	eh	11-0	e
0	10-1	se	11-1	se
0	10-2	devi	11-2	devi
1	11-0	però	_	_
1	12-0	posso	_	_
2	12-1	anche	12-0	x
0	13-0	vabbè	13-0	vabbè
0	13-1	adesso	13-1	adesso
0	13-2	faccio	13-2	faccio
0	13-3	finire	13-3	finire
0	14-0	sì	14-0	sì
0	15-0	x	15-0	x
0	16-0	sta	16-0	sta
0	16-1	andando	16-1	andando
0	16-2	abbastanza	16-2	abbastanza
0	16-3	bene	16-3	bene
0	16-4	no	16-4	no
0	17-0	sì	17-0	sì
0	18-0	proviamo	18-0	proviamo
0	18-1	a	18-1	a
0	18-2	vedere	18-2	vedere
0	18-3	se	18-3	se
1	19-0	x	_	_
0	20-0	allora	19-0	allora
0	20-1	dimmi	19-1	dimmi
0	20-2	la	20-0	la
0	20-3	capitale	20-1	capitale
0	20-4	è	20-2	è
0	20-5	molto	20-3	molto
0	20-6	grande	20-4	grande
0	21-0	la	21-0	la
0	21-1	capitale	21-1	capitale
0	21-2	è	21-2	è
0	21-3	molto	21-3	molto
0	21-4	grande	21-4	grande
0	21-5	eh	22-0	eh
0	21-6	trecentosei	23-0	trecentosei
0	21-7	virgola	23-1	virgola
0	21-8	quattro	24-0	quattro
0	21-9	eh	25-0	eh
0	22-0	chilometri	26-0	chilometri
0	22-1	quadrati	26-1	quadrati
0	23-0	okay	27-0	okay
0	23-1	e	27-1	e
0	23-2	popolazione	28-0	popolazione
1	24-0	in	_	_
0	25-0	eh	29-0	eh
0	26-0	quattordici	30-0	quattordici
0	26-1	milioni	30-1	milioni
0	27-0	eh	31-0	eh
0	28-0	quattordici	32-0	quattordici
0	28-1	punto	32-1	punto
0	28-2	quattro	32-2	quattro
0	28-3	milioni	32-3	milioni
0	29-0	cioè	33-0	cioè
0	29-1	bologna	33-1	bologna
0	29-2	è	33-2	è
0	29-3	trecentocinquantamila	34-0	trecentocinquantamila
0	29-4	persone	34-1	persone
2	30-0	dai	35-0	da
0	30-1	trecentocinquantamila	35-1	trecentocinquantamila
1	_	_	36-0	eh
1	_	_	37-0	{ride}
