match	id_A	token_A	id_B	token_B
0	1-0	persone	1-0	persone
0	1-1	che	1-1	che
0	1-2	magari	1-2	magari
0	1-3	puoi	1-3	puoi
0	1-4	avere	1-4	avere
0	1-5	incontrato	1-5	incontrato
0	1-6	un	1-6	un
0	1-7	po'	1-7	po'
1	2-0	mh	_	_
0	3-0	bah	2-0	bah
1	3-1	eh	_	_
2	4-0	si	2-1	e
2	4-1	cioè	3-0	sì
0	4-2	è	3-1	è
0	4-3	sempre	3-2	sempre
0	4-4	pieno	3-3	pieno
1	_	_	3-4	di
2	4-5	dipersone	3-5	persone
0	4-6	che	3-6	che
0	4-7	fanno	3-7	fanno
0	4-8	l'	3-8	l'
0	4-9	elemosina	3-9	elemosina
0	4-10	sotto	3-10	sotto
0	4-11	i	3-11	i
0	4-12	portici	3-12	portici
0	5-0	mhmh	4-0	mhmh
0	6-0	soprattutto	5-0	soprattutto
0	6-1	su	5-1	su
0	6-2	via	5-2	via
0	6-3	indipendenza	5-3	indipendenza
0	6-4	ce	5-4	ce
0	6-5	ne	5-5	ne
0	6-6	sono	5-6	sono
0	6-7	diversi	5-7	diversi
0	7-0	sì	6-0	sì
0	7-1	è	6-1	è
0	7-2	vero	6-2	vero
0	8-0	anche	7-0	anche
0	8-1	sotto	7-1	sotto
0	8-2	i	7-2	i
0	8-3	portici	7-3	portici
0	8-4	di	7-4	di
0	8-5	via	7-5	via
0	9-0	di	8-0	di
0	9-1	viale	8-1	viale
1	10-0	mh	_	_
0	10-1	masini	9-0	masini
0	11-0	perché	10-0	perché
0	11-1	io	10-1	io
0	11-2	passo	10-2	passo
0	11-3	spesso	10-3	spesso
0	11-4	di	10-4	di
0	11-5	lì	10-5	lì
2	12-0	eh	11-0	e
0	13-0	però	12-0	però
1	_	_	12-1	a
2	13-1	apparte	12-2	parte
0	13-2	insomma	12-3	insomma
0	13-3	persone	12-4	persone
0	13-4	che	12-5	che
0	13-5	fanno	12-6	fanno
0	13-6	l'	12-7	l'
0	13-7	elemosina	12-8	elemosina
1	_	_	13-0	mhmh
0	13-8	sì	14-0	sì
0	13-9	mh	15-0	mh
2	13-10	ah	15-1	a
0	13-11	incontri	16-0	incontri
0	13-12	anche	16-1	anche
0	13-13	molte	16-2	molte
0	13-14	persone	16-3	persone
0	13-15	che	16-4	che
0	13-16	ti	16-5	ti
0	13-17	fermano	16-6	fermano
0	13-18	per	16-7	per
1	14-0	mhmh	_	_
0	15-0	sì	17-0	sì
1	16-0	per	_	_
0	16-1	chiederti	18-0	chiederti
0	16-2	di	18-1	di
0	16-3	fare	18-2	fare
0	16-4	beneficienza	18-3	beneficienza
1	_	_	18-4	{ride}
1	_	_	19-0	{ride}
1	_	_	19-1	esatto
0	16-5	{ride}	20-0	{ride}
0	16-6	le	20-1	le
0	16-7	classiche	20-2	classiche
0	16-8	persone	20-3	persone
0	16-9	che	20-4	che
0	16-10	sono	20-5	sono
0	16-11	sotto	20-6	sotto
2	16-12	ai	20-7	i
0	16-13	portici	20-8	portici
1	17-0	{ride}	_	_
1	17-1	esatto	_	_
1	18-0	eh	_	_
2	18-1	mh	21-0	e
0	18-2	a	22-0	a
0	18-3	volte	22-1	volte
0	18-4	persone	22-2	persone
0	18-5	famose	22-3	famose
0	18-6	ogni	22-4	ogni
0	18-7	tanto	22-5	tanto
0	18-8	una	22-6	una
0	18-9	volta	22-7	volta
0	18-10	ho	22-8	ho
0	18-11	incontrato	22-9	incontrato
0	18-12	piff	22-10	piff
0	18-13	ad	22-11	ad
0	18-14	esempio	22-12	esempio
1	_	_	23-0	a
0	19-0	ah	23-1	ah
1	_	_	23-2	sì
1	_	_	23-3	sì
2	19-1	ah	23-4	sì
2	19-2	ah	24-0	e
2	19-3	sìsìsì	25-0	che
2	20-0	eh	25-1	era
2	20-1	x	25-2	in
0	20-2	un	25-3	un
0	20-3	hotel	25-4	hotel
0	20-4	che	25-5	che
0	20-5	è	25-6	è
0	20-6	lì	25-7	lì
0	20-7	su	25-8	su
0	20-8	via	25-9	via
0	20-9	indipendenza	25-10	indipendenza
0	21-0	anche	26-0	anche
0	21-1	cremonini	26-1	cremonini
0	21-2	dicono	26-2	dicono
0	21-3	che	26-3	che
0	21-4	si	26-4	si
1	21-5	aspetti	_	_
1	21-6	x	_	_
1	21-7	neanche	_	_
1	21-8	io	_	_
2	21-9	mai	26-5	aspetta
2	22-0	cremoni-	27-0	cremonini
0	22-1	eh	27-1	eh
0	22-2	non	27-2	non
0	22-3	l'	27-3	l'
0	22-4	ho	27-4	ho
0	22-5	ancora	27-5	ancora
0	22-6	incontrato	27-6	incontrato
0	22-7	cremonini	27-7	cremonini
1	_	_	28-0	poi
1	_	_	28-1	niente
1	_	_	28-2	neanche
1	_	_	28-3	io
0	22-8	{ride}	29-0	{ride}
1	_	_	29-1	e
0	23-0	però	30-0	però
1	_	_	30-1	è
2	23-1	in	30-2	che
2	23-2	questi	30-3	sì
0	23-3	tre	31-0	tre
0	23-4	anni	31-1	anni
0	23-5	perché	31-2	perché
0	23-6	io	31-3	io
0	23-7	sono	31-4	sono
0	23-8	dal	31-5	dal
0	23-9	duemiladiciotto	31-6	duemiladiciotto
1	_	_	32-0	sono
2	23-10	x	32-1	dal
0	23-11	sì	32-2	sì
0	23-12	tre	32-3	tre
0	23-13	anni	32-4	anni
0	23-14	che	32-5	che
0	23-15	sono	32-6	sono
0	23-16	lì	32-7	lì
0	23-17	non	32-8	non
0	23-18	ho	32-9	ho
1	23-19	ancora	_	_
2	23-20	incrociato	32-10	ancoraincrociato
0	23-21	cremonini	32-11	cremonini
1	23-22	{ride}	_	_
2	24-0	vabbè	33-0	beh
0	24-1	magari	33-1	magari
0	24-2	dai	33-2	dai
0	24-3	quest'	33-3	quest'
0	24-4	anno	33-4	anno
0	24-5	sarà	33-5	sarà
0	24-6	l'	33-6	l'
0	24-7	anno	33-7	anno
0	24-8	buono	33-8	buono
1	25-0	ma	_	_
0	25-1	sì	34-0	sì
0	25-2	chissà	34-1	chissà
2	25-3	infatti	34-2	{ride}
2	25-4	infatti	35-0	beh
2	26-0	eh	36-0	e
0	26-1	anche	36-1	anche
1	_	_	36-2	emh
1	_	_	36-3	{P}
0	26-2	per	36-4	per
0	26-3	il	36-5	il
0	26-4	fatto	36-6	fatto
0	26-5	che	36-7	che
0	26-6	hanno	36-8	hanno
0	26-7	messo	36-9	messo
0	26-8	le	36-10	le
0	26-9	luci	36-11	luci
0	26-10	con	36-12	con
0	26-11	le	36-13	le
0	26-12	scritte	36-14	scritte
0	26-13	delle	36-15	delle
0	26-14	canzoni	36-16	canzoni
0	26-15	cosa	36-17	cosa
0	26-16	ne	36-18	ne
