match	id_A	token_A	id_B	token_B
1	1-0	em	_	_
2	1-1	di-	1-0	x
0	1-2	infatti	1-1	infatti
0	1-3	il	1-2	il
0	1-4	fatto	1-3	fatto
0	1-5	che	1-4	che
2	1-6	ha	1-5	è
0	1-7	aumentato	1-6	aumentato
0	1-8	il	1-7	il
0	1-9	turismo	1-8	turismo
0	1-10	ha	2-0	ha
0	1-11	impattato	2-1	impattato
0	1-12	molto	2-2	molto
0	1-13	anche	2-3	anche
1	1-14	il	_	_
2	1-15	tipo	2-4	x
2	1-16	degli	2-5	gli
2	1-17	affari	2-6	affitti
0	2-0	eh	3-0	eh
0	2-1	può	3-1	può
0	2-2	essere	3-2	essere
2	2-3	e'	4-0	è
0	2-4	vero	4-1	vero
0	2-5	è	4-2	è
0	2-6	vero	4-3	vero
0	3-0	perché	5-0	perché
0	3-1	dicevano	5-1	dicevano
0	3-2	che	5-2	che
0	3-3	molte	5-3	molte
0	3-4	persone	5-4	persone
0	3-5	molti	5-5	molti
0	3-6	proprietari	6-0	proprietari
0	3-7	hanno	6-1	hanno
0	3-8	messo	6-2	messo
0	3-9	le	6-3	le
0	3-10	case	6-4	case
0	3-11	su	6-5	su
2	3-12	airbnb	6-6	airbb
2	3-13	{P}	7-0	per
0	3-14	per	7-1	per
0	3-15	il	7-2	il
0	3-16	turismo	7-3	turismo
1	4-0	m	_	_
2	4-1	m	8-0	mhmh
0	5-0	e	9-0	e
0	5-1	tutte	9-1	tutte
0	5-2	queste	9-2	queste
0	5-3	case	9-3	case
0	5-4	sono	9-4	sono
0	5-5	state	9-5	state
0	5-6	tolte	9-6	tolte
0	5-7	dal	9-7	dal
0	5-8	mercato	9-8	mercato
0	5-9	della	10-0	della
0	5-10	gente	10-1	gente
0	5-11	che	10-2	che
0	5-12	ci	10-3	ci
0	5-13	deve	10-4	deve
0	5-14	vivere	10-5	vivere
0	5-15	insomma	10-6	insomma
1	_	_	11-0	mhmh
2	6-0	e'	11-1	è
0	6-1	vero	11-2	vero
0	7-0	quindi	12-0	quindi
0	7-1	sicuramente	12-1	sicuramente
0	7-2	il	12-2	il
0	7-3	turismo	12-3	turismo
0	7-4	ha	12-4	ha
