match	id_A	token_A	id_B	token_B
1	_	_	1-0	va
2	1-0	vabbé	1-1	be'
0	1-1	era	1-2	era
0	1-2	leggera	1-3	leggera
0	1-3	però	1-4	però
2	2-0	alla	2-0	no
2	2-1	fi-	2-1	no
2	3-0	nonono	2-2	no
0	3-1	è	2-3	è
0	3-2	vero	2-4	vero
0	4-0	sì	3-0	sì
1	4-1	{P}	_	_
0	4-2	non	4-0	non
0	4-3	era	4-1	era
0	4-4	pesantissima	4-2	pesantissima
0	5-0	per	5-0	per
0	5-1	niente	5-1	niente
2	5-2	ha-	6-0	l'
0	6-0	unica	6-1	unica
0	6-1	cosa	6-2	cosa
0	6-2	ho	6-3	ho
0	6-3	esagerato	6-4	esagerato
0	6-4	un	6-5	un
0	6-5	po'	6-6	po'
0	6-6	con	6-7	con
0	6-7	l'	6-8	l'
0	6-8	olio	6-9	olio
0	6-9	forse	6-10	forse
1	6-10	però	_	_
0	7-0	ma	7-0	ma
0	7-1	nell'	7-1	nell'
0	7-2	impasto	7-2	impasto
0	7-3	no	7-3	no
0	7-4	fuori	7-4	fuori
0	8-0	fuori	8-0	fuori
1	8-1	{P}	_	_
0	8-2	nell'	8-1	nell'
0	8-3	impasto	8-2	impasto
1	8-4	ce	_	_
2	8-5	ne	8-3	ci
0	8-6	ho	8-4	ho
0	8-7	messo	8-5	messo
0	8-8	il	8-6	il
0	8-9	giusto	8-7	giusto
1	_	_	9-0	nella
1	_	_	9-1	padella
0	8-10	però	10-0	però
0	8-11	in	10-1	in
1	8-12	padella	_	_
1	9-0	nella	_	_
0	9-1	padella	10-2	padella
0	10-0	x	11-0	x
0	10-1	ha	11-1	ha
0	10-2	detto	11-2	detto
0	10-3	metti	11-3	metti
0	10-4	quello	11-4	quello
0	10-5	là	11-5	là
0	10-6	l'	11-6	l'
0	10-7	olio	11-7	olio
0	10-8	da	11-8	da
0	10-9	friggere	11-9	friggere
0	10-10	così	12-0	così
0	10-11	vengono	12-1	vengono
0	10-12	meglio	12-2	meglio
0	10-13	ho	13-0	ho
0	10-14	detto	13-1	detto
1	10-15	ok	_	_
2	10-16	{P}	13-2	okay
0	10-17	e	14-0	e
0	10-18	ho	14-1	ho
0	10-19	fatto	14-2	fatto
0	10-20	però	14-3	però
0	10-21	praticamente	14-4	praticamente
0	10-22	ho	15-0	ho
1	10-23	f	_	_
2	10-24	pure	15-1	messo
2	10-25	ho	16-0	tutto
2	10-26	messo	16-1	l-
0	10-27	tutto	16-2	tutto
0	10-28	il	16-3	il
0	10-29	fondo	16-4	fondo
0	10-30	della	16-5	della
0	10-31	padella	16-6	padella
0	10-32	era	16-7	era
0	10-33	pieno	16-8	pieno
0	10-34	di	16-9	di
0	10-35	olio	16-10	olio
2	11-0	o	17-0	io
0	11-1	volevo	17-1	volevo
2	11-2	metterne	17-2	mettere
0	11-3	un	17-3	un
0	11-4	filo	17-4	filo
0	11-5	sai	18-0	sai
0	11-6	per	18-1	per
0	11-7	farle	18-2	farle
0	11-8	venire	18-3	venire
0	11-9	mezzi	19-0	mezzi
0	11-10	tra	19-1	tra
1	11-11	{P}	_	_
0	11-12	cioè	20-0	cioè
0	11-13	cotti	20-1	cotti
0	11-14	nella	21-0	nella
0	11-15	padella	21-1	padella
0	11-16	unta	21-2	unta
0	11-17	invece	22-0	invece
