match	id_A	token_A	id_B	token_B
0	1-0	bene	1-0	bene
1	_	_	1-1	{P}
0	2-0	allora	1-2	allora
1	_	_	1-3	{P}
0	3-0	intanto	1-4	intanto
1	_	_	1-5	{P}
0	4-0	ero	1-6	ero
0	4-1	curiosa	1-7	curiosa
0	4-2	di	1-8	di
0	4-3	sapere	1-9	sapere
0	5-0	da	1-10	da
0	5-1	quanto	1-11	quanto
0	5-2	tempo	1-12	tempo
0	5-3	c'	1-13	c'
0	5-4	è	1-14	è
0	5-5	questo	1-15	questo
0	5-6	negozio	1-16	negozio
0	5-7	perché	1-17	perché
0	6-0	io	2-0	io
0	6-1	sono	2-1	sono
0	6-2	di	2-2	di
0	6-3	qui	2-3	qui
0	7-0	e	2-4	e
0	7-1	frequento	2-5	frequento
0	7-2	un	2-6	un
0	7-3	po'	2-7	po'
0	7-4	questa	2-8	questa
0	7-5	zona	2-9	zona
0	7-6	ma	2-10	ma
0	7-7	non	2-11	non
0	7-8	l'	2-12	l'
0	7-9	avevo	2-13	avevo
0	7-10	mai	2-14	mai
0	7-11	visto	2-15	visto
0	8-0	no	3-0	no
1	8-1	{P}	_	_
1	8-2	eh	_	_
0	8-3	non	3-1	non
0	8-4	è	3-2	è
0	8-5	così	3-3	così
0	9-0	stranamente	4-0	stranamente
0	10-0	questo	5-0	questo
0	10-1	negozio	5-1	negozio
1	10-2	{P}	_	_
0	10-3	è	5-2	è
0	10-4	già	5-3	già
1	10-5	{P}	_	_
0	10-6	da	5-4	da
0	10-7	ventidue	5-5	ventidue
0	10-8	anni	5-6	anni
1	_	_	6-0	ok
1	_	_	6-1	quindi
1	_	_	6-2	non
1	_	_	6-3	è
2	11-0	okay	6-4	nuovo
0	12-0	sono	7-0	sono
0	12-1	qui	7-1	qui
0	12-2	da	7-2	da
0	12-3	sei	7-3	sei
0	12-4	anni	7-4	anni
0	12-5	no	8-0	no
0	12-6	no	8-1	no
2	12-7	n-	8-2	no
0	12-8	questo	8-3	questo
0	12-9	qua	8-4	qua
0	12-10	non	8-5	non
0	12-11	è	8-6	è
0	12-12	nuovo	8-7	nuovo
1	12-13	è	_	_
0	12-14	di	9-0	di
0	12-15	prima	9-1	prima
0	12-16	era	9-2	era
0	12-17	una	9-3	una
0	12-18	casa	9-4	casa
1	12-19	editrice	_	_
1	12-20	vaesi	_	_
1	13-0	quindi	_	_
2	13-1	non	9-5	d'
2	13-2	è	9-6	autrice
2	13-3	nuovo	9-7	vaisi
0	14-0	poi	10-0	poi
0	14-1	hanno	10-1	hanno
0	14-2	chiuso	10-2	chiuso
0	14-3	allora	10-3	allora
0	14-4	già	10-4	già
0	14-5	comprato	10-5	comprato
0	14-6	un'	10-6	un'
0	14-7	altra	10-7	altra
0	14-8	persona	10-8	persona
0	14-9	e	10-9	e
2	14-10	ha	10-10	è
0	14-11	fatta	10-11	fatta
0	14-12	copisteria	10-12	copisteria
2	15-0	okay	11-0	ok
0	16-0	poi	12-0	poi
0	16-1	io	12-1	io
0	16-2	sono	12-2	sono
0	16-3	da	12-3	da
0	16-4	terza	12-4	terza
0	16-5	mano	12-5	mano
0	16-6	che	12-6	che
1	16-7	i	_	_
0	16-8	andando	12-7	andando
0	16-9	avanti	12-8	avanti
1	_	_	13-0	mh
2	17-0	mhmh	13-1	mh
2	18-0	okay	13-2	ok
0	19-0	mh	14-0	mh
0	20-0	noi	14-1	noi
2	20-1	siam	14-2	siamo
2	20-2	venute	14-3	venuti
0	20-3	qui	14-4	qui
0	20-4	a	14-5	a
0	20-5	chiedere	14-6	chiedere
0	20-6	a	14-7	a
0	20-7	te	14-8	te
0	20-8	la	14-9	la
0	20-9	disponibilità	14-10	disponibilità
0	20-10	perché	14-11	perché
1	21-0	il	_	_
1	21-1	la	_	_
2	21-2	il	14-12	il-
2	21-3	la	14-13	l-la
0	21-4	verità	14-14	verità
0	21-5	è	14-15	è
0	21-6	che	14-16	che
0	21-7	siamo	14-17	siamo
0	21-8	andati	14-18	andati
0	21-9	alla	14-19	alla
0	21-10	copisteria	14-20	copisteria
0	21-11	di	14-21	di
0	21-12	via	14-22	via
0	21-13	del	14-23	del
0	21-14	guasto	14-24	guasto
0	22-0	sì	15-0	sì
0	23-0	a	16-0	a
0	23-1	chiedere	16-1	chiedere
2	24-0	mhmh	17-0	mh
0	25-0	e	18-0	e
0	25-1	i	18-1	i
0	25-2	ragazzi	18-2	ragazzi
0	25-3	ci	18-3	ci
0	25-4	hanno	18-4	hanno
0	25-5	detto	18-5	detto
1	25-6	{P}	_	_
0	25-7	che	18-6	che
2	25-8	dovevamo	18-7	dovremmo
0	25-9	assolutamente	18-8	assolutamente
0	25-10	venire	18-9	venire
0	25-11	da	18-10	da
0	25-12	te	18-11	te
0	26-0	beh	19-0	beh
0	26-1	eh	19-1	eh
0	26-2	sì	19-2	sì
0	26-3	perché	19-3	perché
0	26-4	loro	19-4	loro
0	26-5	non	19-5	non
0	26-6	è	19-6	è
0	26-7	non	19-7	non
0	26-8	è	19-8	è
1	26-9	un	_	_
2	26-10	abbasta-	19-9	abbastanza
0	26-11	cioè	19-10	cioè
0	26-12	loro	19-11	loro
0	26-13	non	19-12	non
1	_	_	20-0	mh
0	26-14	loro	20-1	loro
0	26-15	sono	20-2	sono
2	26-16	bravi	20-3	bravi'
0	26-17	ma	20-4	ma
0	26-18	non	20-5	non
0	26-19	sono	20-6	sono
0	26-20	bravi	20-7	bravi
0	26-21	per	20-8	per
0	27-0	rispondere	20-9	rispondere
0	27-1	a	20-10	a
0	27-2	un	20-11	un
0	27-3	sacco	20-12	sacco
0	27-4	di	20-13	di
0	27-5	domande	20-14	domande
0	27-6	che	20-15	che
0	27-7	anche	20-16	anche
1	27-8	{P}	_	_
0	27-9	non	20-17	non
0	27-10	sono	20-18	sono
0	27-11	bravi	20-19	bravi
2	27-12	{P}	21-0	mh
0	27-13	in	22-0	in
0	27-14	italiano	22-1	italiano
2	27-15	pro-	22-2	proprio
2	27-16	poco	22-3	per
0	27-17	parole	22-4	parole
1	27-18	sì	_	_
1	28-0	mh	_	_
1	29-0	okay	_	_
2	29-1	{P}	23-0	ok
0	29-2	quindi	23-1	quindi
0	30-0	forse	23-2	forse
1	30-1	{P}	_	_
0	30-2	forse	23-3	forse
0	30-3	il	23-4	il
0	30-4	problema	23-5	problema
0	30-5	era	23-6	era
0	30-6	quello	23-7	quello
1	30-7	non	_	_
1	30-8	a-	_	_
0	30-9	non	23-8	non
0	30-10	abbiamo	23-9	abbiamo
0	30-11	capito	23-10	capito
0	30-12	se	23-11	se
0	30-13	erano	23-12	erano
0	30-14	preoccupati	23-13	preoccupati
0	30-15	perché	23-14	perché
0	31-0	sì	24-0	sì
0	32-0	no	25-0	no
0	32-1	non	25-1	non
2	32-2	son-	25-2	so-
0	32-3	non	25-3	non
0	32-4	è	25-4	è
0	32-5	preoccupati	25-5	preoccupati
0	32-6	però	25-6	però
0	32-7	eh	25-7	eh
0	32-8	lo	25-8	lo
0	32-9	sai	25-9	sai
0	32-10	che	25-10	che
0	32-11	quando	25-11	quando
0	32-12	qualcuno	25-12	qualcuno
0	32-13	che	25-13	che
0	32-14	mh	25-14	mh
0	32-15	non	25-15	non
0	32-16	capisce	25-16	capisce
0	32-17	cosa	25-17	cosa
0	32-18	è	25-18	è
0	32-19	la	25-19	la
0	32-20	domanda	25-20	domanda
1	_	_	26-0	mh
1	_	_	26-1	mh
0	32-21	e	27-0	e
0	32-22	quale	27-1	quale
0	32-23	che	27-2	che
0	32-24	è	27-3	è
2	32-25	ras-	27-4	la
2	32-26	risposta	27-5	ri-risposta
0	32-27	che	27-6	che
0	32-28	sta	27-7	sta
1	33-0	mhmh	_	_
0	34-0	facendo	27-8	facendo
0	34-1	in	27-9	in
0	34-2	un'	27-10	un'
0	34-3	altra	27-11	altra
0	34-4	lingua	27-12	lingua
0	34-5	che	27-13	che
0	34-6	lui	27-14	lui
0	34-7	non	27-15	non
0	34-8	è	27-16	è
0	34-9	abbastanza	27-17	abbastanza
0	34-10	brava	28-0	brava
0	34-11	allora	29-0	allora
0	34-12	è	29-1	è
0	34-13	una	29-2	una
0	34-14	problema	29-3	problema
1	34-15	per	_	_
2	35-0	mhmh	29-4	per-
2	36-0	mhmh	29-5	perciò
2	37-0	per	29-6	che
2	37-1	cioè	29-7	è
0	37-2	una	29-8	una
0	37-3	persona	29-9	persona
0	37-4	no	29-10	no
1	_	_	30-0	mh
1	_	_	30-1	mh
1	_	_	31-0	mh
2	37-5	cioè	31-1	mh
2	38-0	mhmh	32-0	mh
2	39-0	mhmh	32-1	mh
0	40-0	sì	32-2	sì
0	40-1	forse	32-3	forse
1	_	_	33-0	cioè
0	41-0	ecco	33-1	ecco
0	41-1	perciò	33-2	perciò
0	41-2	che	33-3	che
1	41-3	più	_	_
0	42-0	forse	34-0	forse
0	42-1	è	34-1	è
0	42-2	stato	34-2	stato
0	42-3	per	34-3	per
0	42-4	quello	34-4	quello
0	43-0	sì	35-0	sì
2	44-0	eh	36-0	e
0	44-1	stamattina	36-1	stamattina
0	44-2	noi	36-2	noi
0	44-3	siamo	36-3	siamo
0	44-4	andate	36-4	andate
0	44-5	in	36-5	in
1	44-6	eh	_	_
1	45-0	sì	_	_
0	46-0	zona	37-0	zona
0	47-0	praticamente	38-0	praticamente
0	47-1	tutti	38-1	tutti
0	47-2	i	38-2	i
0	47-3	negozi	38-3	negozi
0	47-4	di	38-4	di
0	47-5	via	38-5	via
0	47-6	san	38-6	san
0	47-7	vitale	38-7	vitale
1	_	_	38-8	a
1	_	_	38-9	chiedere
0	48-0	sì	39-0	sì
1	48-1	{P}	_	_
0	48-2	nessuno	39-1	nessuno
0	48-3	che	39-2	che
0	48-4	non	39-3	non
0	48-5	ti	39-4	ti
0	48-6	ha	39-5	ha
0	48-7	detto	39-6	detto
0	48-8	che	39-7	che
0	48-9	c'	39-8	c'
0	48-10	è	39-9	è
0	48-11	sì	39-10	sì
0	48-12	perché	39-11	perché
0	48-13	hanno	39-12	hanno
0	48-14	paura	39-13	paura
0	48-15	per	39-14	per
1	48-16	eh	_	_
0	48-17	perché	39-15	perché
1	49-0	a	_	_
1	49-1	chiedere	_	_
1	50-0	non	_	_
1	50-1	lo	_	_
1	50-2	s-	_	_
0	50-3	non	39-16	non
0	50-4	si	39-17	si
0	50-5	sa	39-18	sa
1	50-6	{P}	_	_
0	50-7	cosa	39-19	cosa
0	50-8	succederà	39-20	succederà
1	50-9	{P}	_	_
0	50-10	dopo	39-21	dopo
1	_	_	40-0	mh
2	51-0	mhmh	40-1	mh
0	51-1	mh	40-2	mh
0	52-0	infatti	41-0	infatti
0	52-1	sì	41-1	sì
0	52-2	quindi	42-0	quindi
1	52-3	{P}	_	_
0	52-4	vabbè	42-1	vabbè
0	52-5	ma	42-2	ma
0	52-6	noi	42-3	noi
0	52-7	abbiamo	42-4	abbiamo
