match	id_A	token_A	id_B	token_B
1	_	_	1-0	va
2	1-0	vabbè	1-1	be'
0	1-1	era	1-2	era
0	1-2	leggera	1-3	leggera
0	1-3	però	1-4	però
1	2-0	alla	_	_
2	2-1	fine	2-0	no
0	3-0	no	2-1	no
0	3-1	no	2-2	no
0	3-2	è	2-3	è
0	3-3	vero	2-4	vero
0	4-0	sì	3-0	sì
0	5-0	non	4-0	non
0	5-1	era	4-1	era
0	5-2	pesantissima	4-2	pesantissima
0	6-0	per	5-0	per
0	6-1	niente	5-1	niente
1	6-2	anzi	_	_
0	7-0	l'	6-0	l'
0	7-1	unica	6-1	unica
0	7-2	cosa	6-2	cosa
0	7-3	ho	6-3	ho
0	7-4	esagerato	6-4	esagerato
0	7-5	un	6-5	un
0	7-6	po'	6-6	po'
0	7-7	con	6-7	con
0	7-8	l'	6-8	l'
0	7-9	olio	6-9	olio
0	7-10	forse	6-10	forse
1	7-11	però	_	_
0	8-0	ma	7-0	ma
0	8-1	nell'	7-1	nell'
0	8-2	impasto	7-2	impasto
0	8-3	no	7-3	no
0	8-4	fuori	7-4	fuori
0	9-0	fuori	8-0	fuori
0	10-0	nell'	8-1	nell'
0	10-1	impasto	8-2	impasto
1	10-2	ce	_	_
2	10-3	ne	8-3	ci
0	10-4	ho	8-4	ho
0	10-5	messo	8-5	messo
0	10-6	il	8-6	il
0	10-7	giusto	8-7	giusto
0	11-0	nella	9-0	nella
0	11-1	padella	9-1	padella
0	12-0	però	10-0	però
0	12-1	in	10-1	in
0	12-2	padella	10-2	padella
2	13-0	rosa	11-0	x
0	13-1	ha	11-1	ha
0	13-2	detto	11-2	detto
0	13-3	metti	11-3	metti
0	13-4	quello	11-4	quello
0	13-5	là	11-5	là
0	13-6	l'	11-6	l'
0	13-7	olio	11-7	olio
0	13-8	da	11-8	da
0	13-9	friggere	11-9	friggere
0	14-0	così	12-0	così
0	14-1	vengono	12-1	vengono
0	14-2	meglio	12-2	meglio
0	15-0	ho	13-0	ho
0	15-1	detto	13-1	detto
0	15-2	okay	13-2	okay
0	16-0	e	14-0	e
0	16-1	ho	14-1	ho
0	16-2	fatto	14-2	fatto
0	16-3	però	14-3	però
0	16-4	praticamente	14-4	praticamente
2	16-5	x	15-0	ho
0	16-6	messo	15-1	messo
2	17-0	cioè	16-0	tutto
2	17-1	tutt~	16-1	l-
0	17-2	tutto	16-2	tutto
0	17-3	il	16-3	il
0	17-4	fondo	16-4	fondo
0	17-5	della	16-5	della
0	17-6	padella	16-6	padella
0	17-7	era	16-7	era
0	17-8	pieno	16-8	pieno
2	17-9	d'	16-9	di
0	17-10	olio	16-10	olio
0	18-0	io	17-0	io
0	18-1	volevo	17-1	volevo
0	18-2	mettere	17-2	mettere
0	18-3	un	17-3	un
0	18-4	filo	17-4	filo
0	18-5	sai	18-0	sai
0	18-6	per	18-1	per
2	18-7	farli	18-2	farle
0	18-8	venire	18-3	venire
1	18-9	{P}	_	_
0	18-10	mezzi	19-0	mezzi
0	18-11	tra	19-1	tra
0	19-0	cioè	20-0	cioè
0	19-1	cotti	20-1	cotti
0	19-2	nella	21-0	nella
0	19-3	padella	21-1	padella
0	19-4	unta	21-2	unta
0	19-5	invece	22-0	invece
0	20-0	i	23-0	i
0	20-1	primi	23-1	primi
0	20-2	sono	23-2	sono
0	20-3	venuti	23-3	venuti
0	20-4	un	23-4	un
0	20-5	po'	23-5	po'
0	20-6	deep	24-0	deep
0	20-7	fried	24-1	fried
0	20-8	quasi	24-2	quasi
0	20-9	{ride}	24-3	{ride}
1	21-0	fritti	_	_
0	22-0	{tossisce}	25-0	{tossisce}
0	23-0	beh	26-0	beh
0	23-1	oggi	26-1	oggi
0	23-2	abbiamo	26-2	abbiamo
0	23-3	fatto	26-3	fatto
0	23-4	colazione	26-4	colazione
2	23-5	co~	26-5	con
2	23-6	pa~	27-0	pan-
0	23-7	pancake	27-1	pancake
0	23-8	con	27-2	con
0	23-9	nutella	27-3	nutella
0	24-0	è	28-0	è
0	24-1	rimasto	28-1	rimasto
0	24-2	un	28-2	un
0	24-3	altro	28-3	altro
