match	id_A	token_A	id_B	token_B
0	1-0	ci	1-0	ci
0	1-1	sono	1-1	sono
0	1-2	delle	1-2	delle
0	1-3	università	1-3	università
0	2-0	sì	2-0	sì
0	2-1	no	2-1	no
1	2-2	è	_	_
1	2-3	vero	_	_
1	2-4	in	_	_
1	2-5	città	_	_
2	2-6	e	2-2	le
2	2-7	un	2-3	università
2	2-8	po'	2-4	è
2	2-9	più	2-5	proprio
0	2-10	in	2-6	in
0	2-11	città	2-7	città
1	2-12	c'	_	_
1	2-13	è	_	_
2	2-14	tutto	3-0	o
0	3-0	più	3-1	più
0	3-1	nella	3-2	nella
2	3-2	capital-	3-3	capita-
0	4-0	ok	4-0	ok
0	4-1	{P}	4-1	{P}
1	_	_	4-2	ok
0	4-2	ok	4-3	ok
0	4-3	ok	4-4	ok
0	4-4	e	5-0	e
2	5-0	di	5-1	s-
2	5-1	em	5-2	in
0	5-2	capitale	5-3	capitale
0	6-0	in	5-4	in
0	6-1	capitale	5-5	capitale
0	6-2	ok	5-6	ok
0	6-3	e	5-7	e
0	6-4	se	5-8	se
0	6-5	devi	5-9	devi
1	_	_	6-0	di
1	_	_	6-1	in
1	_	_	6-2	capitale
2	6-6	son	7-0	solo
0	6-7	che	7-1	che
1	7-0	suono	_	_
2	7-1	ni..	8-0	va
2	8-0	vabbè	8-1	be'
0	8-1	adesso	8-2	adesso
0	8-2	faccio	8-3	faccio
0	8-3	finire	8-4	finire
1	_	_	8-5	qui
1	_	_	9-0	sì
1	_	_	10-0	detali
1	_	_	10-1	così
1	_	_	10-2	che
1	_	_	10-3	ci
2	9-0	si	10-4	vengono
2	10-0	andava	11-0	vengono
0	10-1	abbastanza	11-1	abbastanza
0	10-2	bene	11-2	bene
0	10-3	no	11-3	no
0	11-0	sì	12-0	sì
1	_	_	12-1	{P}
0	12-0	proviamo	12-2	proviamo
1	12-1	a	_	_
0	12-2	vedere	12-3	vedere
0	12-3	se	12-4	se
1	12-4	em	_	_
0	13-0	allora	13-0	allora
0	13-1	dimmi	13-1	dimmi
0	13-2	la	13-2	la
0	13-3	capitale	13-3	capitale
0	13-4	è	13-4	è
0	13-5	molto	13-5	molto
0	13-6	grande	13-6	grande
0	14-0	la	14-0	la
0	14-1	capitale	14-1	capitale
1	_	_	14-2	è
0	14-2	molto	14-3	molto
0	14-3	grande	14-4	grande
1	_	_	14-5	{P}
0	14-4	e	14-6	e
1	14-5	trecento	_	_
2	14-6	sei	14-7	trecentosei
0	14-7	virgola	14-8	virgola
0	14-8	quattro	14-9	quattro
0	14-9	e	14-10	e
0	14-10	chilometri	14-11	chilometri
0	14-11	quadrati	14-12	quadrati
0	15-0	ok	15-0	ok
0	15-1	e	15-1	e
0	15-2	popolazione	15-2	popolazione
0	16-0	in	16-0	in
0	17-0	e	17-0	e
0	17-1	quattordici	17-1	quattordici
0	17-2	milioni	17-2	milioni
1	17-3	{P}	_	_
0	17-4	quattordici	17-3	quattordici
0	17-5	punto	17-4	punto
0	17-6	quattro	17-5	quattro
0	17-7	milioni	17-6	milioni
1	18-0	eh	_	_
1	19-0	ceh	_	_
2	19-1	a	18-0	cioè
0	19-2	bologna	18-1	bologna
