match	id_A	token_A	id_B	token_B
2	1-0	e	1-0	eh
0	1-1	come	1-1	come
0	1-2	tabacco	1-2	tabacco
0	1-3	no	1-3	no
2	1-4	e	1-4	eh
0	1-5	di	1-5	di
0	1-6	là	1-6	là
0	1-7	lavorando	1-7	lavorando
0	1-8	più	1-8	più
0	1-9	di	1-9	di
1	1-10	tre	_	_
1	1-11	{P}	_	_
1	1-12	tre	_	_
2	1-13	mila	1-10	tre-tremi:la
0	1-14	persone	1-11	persone
0	1-15	non	1-12	non
0	1-16	sono	1-13	sono
0	1-17	esattamente	1-14	esattamente
0	1-18	o	1-15	o
0	1-19	tremila	1-16	tremila
0	1-20	o	1-17	o
0	1-21	trentamila	1-18	trentamila
0	1-22	ma	1-19	ma
0	1-23	tremila	1-20	tremila
1	2-0	okay	_	_
1	3-0	mhmh	_	_
1	4-0	mhmh	_	_
0	5-0	che	1-21	che
0	5-1	facciamo	1-22	facciamo
0	6-0	ma	2-0	ma
0	6-1	non	2-1	non
0	6-2	si	2-2	si
0	6-3	trovano	2-3	trovano
0	6-4	adesso	2-4	adesso
0	6-5	neanche	2-5	neanche
2	6-6	online	2-6	là
2	6-7	li	2-7	gli
0	6-8	appartamenti	2-8	appartamenti
0	7-0	eh	3-0	eh
0	7-1	esatto	3-1	esatto
0	7-2	te	3-2	te
0	7-3	lo	3-3	lo
1	_	_	3-4	era
0	7-4	{P}	3-5	{P}
1	7-5	era	_	_
0	7-6	questo	3-6	questo
0	7-7	che	3-7	che
0	7-8	volevo	3-8	volevo
0	7-9	chiederti	3-9	chiederti
0	8-0	perché	3-10	perché
2	9-0	ah	4-0	eh
0	9-1	sì	4-1	sì
0	10-0	se	5-0	se
0	10-1	tutti	5-1	tutti
0	10-2	vogliono	5-2	vogliono
0	10-3	vivere	5-3	vivere
0	10-4	lì	5-4	lì
0	11-0	sì	6-0	sì
1	11-1	{P}	_	_
0	11-2	non	6-1	non
0	11-3	si	6-2	si
0	11-4	trovano	6-3	trovano
0	11-5	appartamenti	6-4	appartamenti
1	11-6	a	_	_
1	11-7	dir	_	_
0	11-8	la	6-5	la
0	11-9	verità	6-6	verità
1	_	_	6-7	piuttosto
1	_	_	6-8	che
1	_	_	6-9	ci
1	_	_	6-10	sono
1	_	_	6-11	un
1	_	_	6-12	sacco
1	_	_	6-13	di
1	_	_	6-14	gente
1	_	_	7-0	mhmh
0	12-0	mhmh	8-0	mhmh
0	13-0	piuttosto	9-0	piuttosto
0	13-1	che	9-1	che
0	13-2	ci	9-2	ci
0	13-3	sono	9-3	sono
0	13-4	un	9-4	un
0	13-5	sacco	9-5	sacco
0	13-6	di	9-6	di
0	13-7	gente	9-7	gente
0	14-0	come	10-0	come
0	14-1	non	10-1	non
0	14-2	vuole	10-2	vuole
0	14-3	dare	10-3	dare
0	14-4	appartamenti	10-4	appartamenti
0	14-5	per	10-5	per
0	14-6	la	10-6	la
0	14-7	famiglia	10-7	famiglia
1	_	_	10-8	{P}
1	_	_	10-9	un
2	15-0	o	10-10	po'
0	15-1	che	10-11	che
0	15-2	danno	10-12	danno
0	15-3	un	10-13	un
0	15-4	po'	10-14	po'
0	15-5	di	10-15	di
0	15-6	persone	10-16	persone
2	15-7	{P}	11-0	mhmh
0	15-8	che	12-0	che
0	15-9	dopo	12-1	dopo
0	15-10	fanno	12-2	fanno
0	15-11	la	12-3	la
1	15-12	istoria	_	_
2	16-0	mhmh	12-4	storia
0	17-0	allora	13-0	allora
0	17-1	{P}	13-1	{P}
0	17-2	per	13-2	per
0	17-3	pochi	13-3	pochi
0	17-4	che	13-4	che
0	17-5	tutti	13-5	tutti
0	17-6	quanti	13-6	quanti
1	_	_	13-7	{inspira}
1	_	_	14-0	sì
1	_	_	14-1	sì
2	18-0	sìsìsì	14-2	sì
0	18-1	certo	14-3	certo
1	18-2	ho	_	_
0	18-3	capito	14-4	capito
2	19-0	mh	14-5	{P}
0	20-0	mh	14-6	mh
2	20-1	e	14-7	eh
0	20-2	ma	14-8	ma
2	20-3	se	14-9	se-
0	21-0	se	14-10	se
0	21-1	potessi	14-11	potessi
0	21-2	un	14-12	un
0	21-3	giorno	14-13	giorno
0	21-4	vorresti	14-14	vorresti
0	21-5	vivere	14-15	vivere
0	21-6	in	14-16	in
0	21-7	città	14-17	città
1	21-8	o	_	_
0	22-0	assolutamente	15-0	assolutamente
0	22-1	io	15-1	io
1	22-2	e	_	_
0	22-3	sto	15-2	sto
