match	id_A	token_A	id_B	token_B
0	1-0	ci	1-0	ci
0	1-1	sono	1-1	sono
0	1-2	delle	1-2	delle
0	1-3	università	1-3	università
0	2-0	sì	2-0	sì
0	2-1	no	2-1	no
1	_	_	3-0	o
1	_	_	3-1	più
2	2-2	è	3-2	nella
2	2-3	vero	3-3	capitale
2	2-4	in	4-0	l'
2	2-5	città	4-1	università
2	2-6	e	4-2	è
0	2-7	un	4-3	un
0	2-8	po'	4-4	po'
0	2-9	più	4-5	più
0	2-10	in	4-6	in
0	2-11	città	4-7	città
1	2-12	c'	_	_
1	2-13	è	_	_
1	2-14	tutto	_	_
1	3-0	più	_	_
1	3-1	nella	_	_
2	3-2	capital-	5-0	okay
2	4-0	ok	6-0	x
2	4-1	{P}	7-0	okay
2	4-2	ok	7-1	okay
2	4-3	ok	7-2	okay
0	4-4	e	8-0	e
2	5-0	di	8-1	s-
2	5-1	em	9-0	in
0	5-2	capitale	9-1	capitale
0	6-0	in	10-0	in
0	6-1	capitale	10-1	capitale
2	6-2	ok	10-2	okay
0	6-3	e	11-0	e
0	6-4	se	11-1	se
0	6-5	devi	11-2	devi
1	6-6	son	_	_
1	6-7	che	_	_
1	7-0	suono	_	_
2	7-1	ni..	12-0	x
0	8-0	vabbè	13-0	vabbè
0	8-1	adesso	13-1	adesso
0	8-2	faccio	13-2	faccio
0	8-3	finire	13-3	finire
1	_	_	14-0	sì
1	_	_	15-0	x
2	9-0	si	16-0	sta
2	10-0	andava	16-1	andando
0	10-1	abbastanza	16-2	abbastanza
0	10-2	bene	16-3	bene
0	10-3	no	16-4	no
0	11-0	sì	17-0	sì
0	12-0	proviamo	18-0	proviamo
0	12-1	a	18-1	a
0	12-2	vedere	18-2	vedere
0	12-3	se	18-3	se
1	12-4	em	_	_
0	13-0	allora	19-0	allora
0	13-1	dimmi	19-1	dimmi
0	13-2	la	20-0	la
0	13-3	capitale	20-1	capitale
0	13-4	è	20-2	è
0	13-5	molto	20-3	molto
0	13-6	grande	20-4	grande
0	14-0	la	21-0	la
0	14-1	capitale	21-1	capitale
1	_	_	21-2	è
0	14-2	molto	21-3	molto
0	14-3	grande	21-4	grande
1	14-4	e	_	_
2	14-5	trecento	22-0	eh
2	14-6	sei	23-0	trecentosei
0	14-7	virgola	23-1	virgola
0	14-8	quattro	24-0	quattro
2	14-9	e	25-0	eh
0	14-10	chilometri	26-0	chilometri
0	14-11	quadrati	26-1	quadrati
2	15-0	ok	27-0	okay
0	15-1	e	27-1	e
0	15-2	popolazione	28-0	popolazione
1	16-0	in	_	_
2	17-0	e	29-0	eh
0	17-1	quattordici	30-0	quattordici
0	17-2	milioni	30-1	milioni
2	17-3	{P}	31-0	eh
0	17-4	quattordici	32-0	quattordici
0	17-5	punto	32-1	punto
0	17-6	quattro	32-2	quattro
0	17-7	milioni	32-3	milioni
1	18-0	eh	_	_
1	19-0	ceh	_	_
2	19-1	a	33-0	cioè
0	19-2	bologna	33-1	bologna
0	19-3	è	33-2	è
1	19-4	trecento	_	_
1	19-5	cinquantacinque	_	_
2	19-6	mila	34-0	trecentocinquantamila
0	19-7	persone	34-1	persone
1	19-8	eh	_	_
1	19-9	{ride}	_	_
