match	id_A	token_A	id_B	token_B
0	1-0	bene	1-0	bene
1	1-1	{P}	_	_
0	1-2	allora	2-0	allora
1	1-3	{P}	_	_
0	1-4	intanto	3-0	intanto
1	1-5	{P}	_	_
0	1-6	ero	4-0	ero
0	1-7	curiosa	4-1	curiosa
0	1-8	di	4-2	di
0	1-9	sapere	4-3	sapere
0	1-10	da	5-0	da
0	1-11	quanto	5-1	quanto
0	1-12	tempo	5-2	tempo
0	1-13	c'	5-3	c'
0	1-14	è	5-4	è
0	1-15	questo	5-5	questo
0	1-16	negozio	5-6	negozio
0	1-17	perché	5-7	perché
0	2-0	io	6-0	io
0	2-1	sono	6-1	sono
0	2-2	di	6-2	di
0	2-3	qui	6-3	qui
0	2-4	e	7-0	e
0	2-5	frequento	7-1	frequento
0	2-6	un	7-2	un
0	2-7	po'	7-3	po'
0	2-8	questa	7-4	questa
0	2-9	zona	7-5	zona
0	2-10	ma	7-6	ma
0	2-11	non	7-7	non
0	2-12	l'	7-8	l'
0	2-13	avevo	7-9	avevo
0	2-14	mai	7-10	mai
0	2-15	visto	7-11	visto
0	3-0	no	8-0	no
1	_	_	8-1	{P}
1	_	_	8-2	eh
0	3-1	non	8-3	non
0	3-2	è	8-4	è
0	3-3	così	8-5	così
0	4-0	stranamente	9-0	stranamente
0	5-0	questo	10-0	questo
0	5-1	negozio	10-1	negozio
1	_	_	10-2	{P}
0	5-2	è	10-3	è
0	5-3	già	10-4	già
1	_	_	10-5	{P}
0	5-4	da	10-6	da
0	5-5	ventidue	10-7	ventidue
0	5-6	anni	10-8	anni
1	6-0	ok	_	_
1	6-1	quindi	_	_
1	6-2	non	_	_
1	6-3	è	_	_
2	6-4	nuovo	11-0	okay
0	7-0	sono	12-0	sono
0	7-1	qui	12-1	qui
0	7-2	da	12-2	da
0	7-3	sei	12-3	sei
0	7-4	anni	12-4	anni
0	8-0	no	12-5	no
0	8-1	no	12-6	no
2	8-2	no	12-7	n-
0	8-3	questo	12-8	questo
0	8-4	qua	12-9	qua
0	8-5	non	12-10	non
0	8-6	è	12-11	è
0	8-7	nuovo	12-12	nuovo
1	_	_	12-13	è
0	9-0	di	12-14	di
0	9-1	prima	12-15	prima
0	9-2	era	12-16	era
0	9-3	una	12-17	una
1	_	_	12-18	calatrice
1	_	_	12-19	vaiesi
2	9-4	casa	13-0	quindi
2	9-5	d'	13-1	non
2	9-6	autrice	13-2	è
2	9-7	vaisi	13-3	nuovo
0	10-0	poi	14-0	poi
0	10-1	hanno	14-1	hanno
0	10-2	chiuso	14-2	chiuso
0	10-3	allora	14-3	allora
1	_	_	14-4	ci
2	10-4	già	14-5	ha
0	10-5	comprato	14-6	comprato
0	10-6	un'	14-7	un'
0	10-7	altra	14-8	altra
0	10-8	persona	14-9	persona
0	10-9	e	14-10	e
2	10-10	è	14-11	ha
0	10-11	fatta	14-12	fatta
0	10-12	copisteria	14-13	copisteria
2	11-0	ok	15-0	okay
0	12-0	poi	16-0	poi
0	12-1	io	16-1	io
0	12-2	sono	16-2	sono
0	12-3	da	16-3	da
0	12-4	terza	16-4	terza
0	12-5	mano	16-5	mano
0	12-6	che	16-6	che
1	_	_	16-7	i
0	12-7	andando	16-8	andando
0	12-8	avanti	16-9	avanti
0	13-0	mh	17-0	mh
0	13-1	mh	17-1	mh
2	13-2	ok	18-0	okay
0	14-0	mh	19-0	mh
0	14-1	noi	20-0	noi
2	14-2	siamo	20-1	siam
2	14-3	venuti	20-2	venute
0	14-4	qui	20-3	qui
0	14-5	a	20-4	a
0	14-6	chiedere	20-5	chiedere
0	14-7	a	20-6	a
0	14-8	te	20-7	te
0	14-9	la	20-8	la
0	14-10	disponibilità	20-9	disponibilità
0	14-11	perché	20-10	perché
1	_	_	21-0	il
1	_	_	21-1	la
2	14-12	il-	21-2	il
2	14-13	l-la	21-3	la
0	14-14	verità	21-4	verità
0	14-15	è	21-5	è
0	14-16	che	21-6	che
0	14-17	siamo	21-7	siamo
0	14-18	andati	21-8	andati
0	14-19	alla	21-9	alla
0	14-20	copisteria	21-10	copisteria
0	14-21	di	21-11	di
0	14-22	via	21-12	via
0	14-23	del	21-13	del
0	14-24	guasto	21-14	guasto
0	15-0	sì	22-0	sì
0	16-0	a	23-0	a
0	16-1	chiedere	23-1	chiedere
1	_	_	24-0	mh
0	17-0	mh	24-1	mh
0	18-0	e	25-0	e
0	18-1	i	25-1	i
0	18-2	ragazzi	25-2	ragazzi
0	18-3	ci	25-3	ci
0	18-4	hanno	25-4	hanno
0	18-5	detto	25-5	detto
1	_	_	25-6	{P}
0	18-6	che	25-7	che
2	18-7	dovremmo	25-8	dovevamo
0	18-8	assolutamente	25-9	assolutamente
0	18-9	venire	25-10	venire
0	18-10	da	25-11	da
0	18-11	te	25-12	te
0	19-0	beh	26-0	beh
0	19-1	eh	26-1	eh
0	19-2	sì	26-2	sì
0	19-3	perché	26-3	perché
0	19-4	loro	26-4	loro
0	19-5	non	26-5	non
0	19-6	è	26-6	è
0	19-7	non	26-7	non
0	19-8	è	26-8	è
1	_	_	26-9	un
2	19-9	abbastanza	26-10	abbasta-
0	19-10	cioè	26-11	cioè
0	19-11	loro	26-12	loro
0	19-12	non	26-13	non
1	20-0	mh	_	_
0	20-1	loro	26-14	loro
0	20-2	sono	26-15	sono
2	20-3	bravi'	26-16	bravi
0	20-4	ma	26-17	ma
0	20-5	non	26-18	non
0	20-6	sono	26-19	sono
0	20-7	bravi	26-20	bravi
0	20-8	per	26-21	per
0	20-9	rispondere	27-0	rispondere
0	20-10	a	27-1	a
0	20-11	un	27-2	un
0	20-12	sacco	27-3	sacco
0	20-13	di	27-4	di
0	20-14	domande	27-5	domande
0	20-15	che	27-6	che
0	20-16	anche	27-7	anche
1	_	_	27-8	{P}
0	20-17	non	27-9	non
0	20-18	sono	27-10	sono
0	20-19	bravi	27-11	bravi
2	21-0	mh	27-12	{P}
0	22-0	in	27-13	in
0	22-1	italiano	27-14	italiano
2	22-2	proprio	27-15	pro-
2	22-3	per	27-16	poco
0	22-4	parole	27-17	parole
1	_	_	27-18	sì
1	_	_	28-0	mh
1	_	_	29-0	okay
2	23-0	ok	29-1	{P}
0	23-1	quindi	29-2	quindi
0	23-2	forse	30-0	forse
1	_	_	30-1	{P}
0	23-3	forse	30-2	forse
0	23-4	il	30-3	il
0	23-5	problema	30-4	problema
0	23-6	era	30-5	era
0	23-7	quello	30-6	quello
1	_	_	30-7	non
1	_	_	30-8	a-
0	23-8	non	30-9	non
0	23-9	abbiamo	30-10	abbiamo
0	23-10	capito	30-11	capito
0	23-11	se	30-12	se
0	23-12	erano	30-13	erano
0	23-13	preoccupati	30-14	preoccupati
0	23-14	perché	30-15	perché
1	24-0	sì	_	_
0	25-0	no	31-0	no
0	25-1	non	31-1	non
2	25-2	so-	31-2	son-
0	25-3	non	31-3	non
0	25-4	è	31-4	è
0	25-5	preoccupati	31-5	preoccupati
0	25-6	però	31-6	però
0	25-7	eh	31-7	eh
0	25-8	lo	31-8	lo
0	25-9	sai	31-9	sai
0	25-10	che	31-10	che
0	25-11	quando	31-11	quando
0	25-12	qualcuno	31-12	qualcuno
0	25-13	che	31-13	che
0	25-14	mh	31-14	mh
0	25-15	non	31-15	non
0	25-16	capisce	31-16	capisce
0	25-17	cosa	31-17	cosa
0	25-18	è	31-18	è
0	25-19	la	31-19	la
0	25-20	domanda	31-20	domanda
1	26-0	mh	_	_
1	26-1	mh	_	_
0	27-0	e	31-21	e
0	27-1	quale	31-22	quale
0	27-2	che	31-23	che
0	27-3	è	31-24	è
2	27-4	la	31-25	ras-
2	27-5	ri-risposta	31-26	risposta
0	27-6	che	31-27	che
0	27-7	sta	31-28	sta
1	_	_	32-0	mh
1	_	_	32-1	mh
0	27-8	facendo	33-0	facendo
0	27-9	in	33-1	in
0	27-10	un'	33-2	un'
0	27-11	altra	33-3	altra
0	27-12	lingua	33-4	lingua
0	27-13	che	33-5	che
0	27-14	lui	33-6	lui
0	27-15	non	33-7	non
0	27-16	è	33-8	è
0	27-17	abbastanza	33-9	abbastanza
0	28-0	brava	33-10	brava
0	29-0	allora	33-11	allora
0	29-1	è	33-12	è
0	29-2	una	33-13	una
0	29-3	problema	33-14	problema
1	29-4	per-	_	_
1	29-5	perciò	_	_
1	29-6	che	_	_
1	29-7	è	_	_
2	29-8	una	33-15	per
2	29-9	persona	34-0	mh
2	29-10	no	34-1	mh
0	30-0	mh	35-0	mh
0	30-1	mh	35-1	mh
0	31-0	mh	36-0	mh
0	31-1	mh	36-1	mh
1	_	_	37-0	per
1	_	_	37-1	cioè
1	_	_	37-2	una
1	_	_	37-3	persona
1	_	_	37-4	no
1	_	_	37-5	cioè
0	32-0	mh	38-0	mh
0	32-1	mh	38-1	mh
0	32-2	sì	39-0	sì
0	32-3	forse	39-1	forse
1	33-0	cioè	_	_
0	33-1	ecco	40-0	ecco
0	33-2	perciò	40-1	perciò
0	33-3	che	40-2	che
1	_	_	40-3	fiù
0	34-0	forse	41-0	forse
0	34-1	è	41-1	è
0	34-2	stato	41-2	stato
0	34-3	per	41-3	per
0	34-4	quello	41-4	quello
0	35-0	sì	42-0	sì
2	36-0	e	43-0	eh
0	36-1	stamattina	43-1	stamattina
0	36-2	noi	43-2	noi
0	36-3	siamo	43-3	siamo
0	36-4	andate	43-4	andate
0	36-5	in	43-5	in
1	_	_	43-6	eh
1	_	_	44-0	sì
0	37-0	zona	45-0	zona
0	38-0	praticamente	46-0	praticamente
0	38-1	tutti	46-1	tutti
0	38-2	i	46-2	i
0	38-3	negozi	46-3	negozi
0	38-4	di	46-4	di
0	38-5	via	46-5	via
0	38-6	san	46-6	san
0	38-7	vitale	46-7	vitale
1	38-8	a	_	_
1	38-9	chiedere	_	_
0	39-0	sì	47-0	sì
1	_	_	47-1	{P}
0	39-1	nessuno	47-2	nessuno
0	39-2	che	47-3	che
0	39-3	non	47-4	non
0	39-4	ti	47-5	ti
0	39-5	ha	47-6	ha
0	39-6	detto	47-7	detto
0	39-7	che	47-8	che
0	39-8	c'	47-9	c'
0	39-9	è	47-10	è
0	39-10	sì	47-11	sì
0	39-11	perché	47-12	perché
0	39-12	hanno	47-13	hanno
0	39-13	paura	47-14	paura
0	39-14	per	47-15	per
1	_	_	47-16	eh
0	39-15	perché	47-17	perché
1	_	_	48-0	a
1	_	_	48-1	chiedere
1	_	_	49-0	non
1	_	_	49-1	lo
1	_	_	49-2	s-
0	39-16	non	49-3	non
0	39-17	si	49-4	si
0	39-18	sa	49-5	sa
1	_	_	49-6	{P}
0	39-19	cosa	49-7	cosa
0	39-20	succederà	49-8	succederà
1	_	_	49-9	{P}
0	39-21	dopo	49-10	dopo
0	40-0	mh	50-0	mh
0	40-1	mh	50-1	mh
0	40-2	mh	50-2	mh
0	41-0	infatti	51-0	infatti
0	41-1	sì	51-1	sì
0	42-0	quindi	51-2	quindi
1	_	_	51-3	{P}
